Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-07-21 13:08:06,0.002,2024,7,21,13,8,6,0 days 00:05:21,0.0,0.0
111,2024-07-21 13:08:07,18.225,2024,7,21,13,8,7,,0.005062,1.0
111,2024-07-21 13:08:08,18.225,2024,7,21,13,8,8,,0.010125,1.0
111,2024-07-21 13:08:09,18.225,2024,7,21,13,8,9,,0.015188,1.0
111,2024-07-21 13:08:10,18.224,2024,7,21,13,8,10,,0.02025,1.0
111,2024-07-21 13:08:11,18.224,2024,7,21,13,8,11,,0.025312,1.0
111,2024-07-21 13:08:12,18.224,2024,7,21,13,8,12,,0.030374,1.0
111,2024-07-21 13:08:13,18.224,2024,7,21,13,8,13,,0.035436,1.0
111,2024-07-21 13:08:14,18.225,2024,7,21,13,8,14,,0.040499,1.0
111,2024-07-21 13:08:15,18.225,2024,7,21,13,8,15,,0.045561,1.0
111,2024-07-21 13:08:16,18.224,2024,7,21,13,8,16,,0.050624,1.0
111,2024-07-21 13:08:17,18.224,2024,7,21,13,8,17,,0.055686,1.0
111,2024-07-21 13:08:18,18.224,2024,7,21,13,8,18,,0.060748,1.0
111,2024-07-21 13:08:19,18.224,2024,7,21,13,8,19,,0.06581,1.0
111,2024-07-21 13:08:20,18.225,2024,7,21,13,8,20,,0.070873,1.0
111,2024-07-21 13:08:21,18.224,2024,7,21,13,8,21,,0.075935,1.0
111,2024-07-21 13:08:22,18.224,2024,7,21,13,8,22,,0.080997,1.0
111,2024-07-21 13:08:23,18.224,2024,7,21,13,8,23,,0.086059,1.0
111,2024-07-21 13:08:24,18.224,2024,7,21,13,8,24,,0.091122,1.0
111,2024-07-21 13:08:25,18.224,2024,7,21,13,8,25,,0.096184,1.0
111,2024-07-21 13:08:26,18.225,2024,7,21,13,8,26,,0.101246,1.0
111,2024-07-21 13:08:27,18.225,2024,7,21,13,8,27,,0.106309,1.0
111,2024-07-21 13:08:28,18.225,2024,7,21,13,8,28,,0.111371,1.0
111,2024-07-21 13:08:29,18.225,2024,7,21,13,8,29,,0.116434,1.0
111,2024-07-21 13:08:30,18.225,2024,7,21,13,8,30,,0.121496,1.0
111,2024-07-21 13:08:31,18.225,2024,7,21,13,8,31,,0.126559,1.0
111,2024-07-21 13:08:32,18.225,2024,7,21,13,8,32,,0.131621,1.0
111,2024-07-21 13:08:33,18.225,2024,7,21,13,8,33,,0.136684,1.0
111,2024-07-21 13:08:34,18.225,2024,7,21,13,8,34,,0.141746,1.0
111,2024-07-21 13:08:35,18.225,2024,7,21,13,8,35,,0.146809,1.0
111,2024-07-21 13:08:36,18.225,2024,7,21,13,8,36,,0.151871,1.0
111,2024-07-21 13:08:37,18.225,2024,7,21,13,8,37,,0.156934,1.0
111,2024-07-21 13:08:38,18.225,2024,7,21,13,8,38,,0.161996,1.0
111,2024-07-21 13:08:39,18.225,2024,7,21,13,8,39,,0.167059,1.0
111,2024-07-21 13:08:40,18.224,2024,7,21,13,8,40,,0.172121,1.0
111,2024-07-21 13:08:41,18.225,2024,7,21,13,8,41,,0.177184,1.0
111,2024-07-21 13:08:42,18.225,2024,7,21,13,8,42,,0.182246,1.0
111,2024-07-21 13:08:43,18.225,2024,7,21,13,8,43,,0.187309,1.0
111,2024-07-21 13:08:44,18.225,2024,7,21,13,8,44,,0.192371,1.0
111,2024-07-21 13:08:45,18.225,2024,7,21,13,8,45,,0.197434,1.0
111,2024-07-21 13:08:46,18.225,2024,7,21,13,8,46,,0.202496,1.0
111,2024-07-21 13:08:47,18.225,2024,7,21,13,8,47,,0.207559,1.0
111,2024-07-21 13:08:48,18.225,2024,7,21,13,8,48,,0.212621,1.0
111,2024-07-21 13:08:49,18.225,2024,7,21,13,8,49,,0.217684,1.0
111,2024-07-21 13:08:50,18.225,2024,7,21,13,8,50,,0.222746,1.0
111,2024-07-21 13:08:51,18.225,2024,7,21,13,8,51,,0.227809,1.0
111,2024-07-21 13:08:52,18.225,2024,7,21,13,8,52,,0.232871,1.0
111,2024-07-21 13:08:53,18.225,2024,7,21,13,8,53,,0.237934,1.0
111,2024-07-21 13:08:54,18.225,2024,7,21,13,8,54,,0.242996,1.0
111,2024-07-21 13:08:55,18.226,2024,7,21,13,8,55,,0.248059,1.0
111,2024-07-21 13:08:56,18.225,2024,7,21,13,8,56,,0.253121,1.0
111,2024-07-21 13:08:57,18.226,2024,7,21,13,8,57,,0.258184,1.0
111,2024-07-21 13:08:58,18.225,2024,7,21,13,8,58,,0.263247,1.0
111,2024-07-21 13:08:59,18.226,2024,7,21,13,8,59,,0.268309,1.0
111,2024-07-21 13:09:00,18.225,2024,7,21,13,9,0,,0.273372,1.0
111,2024-07-21 13:09:01,18.225,2024,7,21,13,9,1,,0.278434,1.0
111,2024-07-21 13:09:02,18.225,2024,7,21,13,9,2,,0.283497,1.0
111,2024-07-21 13:09:03,18.226,2024,7,21,13,9,3,,0.28856,1.0
111,2024-07-21 13:09:04,18.225,2024,7,21,13,9,4,,0.293622,1.0
111,2024-07-21 13:09:05,18.226,2024,7,21,13,9,5,,0.298685,1.0
111,2024-07-21 13:09:06,18.226,2024,7,21,13,9,6,,0.303748,1.0
111,2024-07-21 13:09:07,18.225,2024,7,21,13,9,7,,0.30881,1.0
111,2024-07-21 13:09:08,18.225,2024,7,21,13,9,8,,0.313873,1.0
111,2024-07-21 13:09:09,18.225,2024,7,21,13,9,9,,0.318935,1.0
111,2024-07-21 13:09:10,18.226,2024,7,21,13,9,10,,0.323998,1.0
111,2024-07-21 13:09:11,18.226,2024,7,21,13,9,11,,0.329061,1.0
111,2024-07-21 13:09:12,18.225,2024,7,21,13,9,12,,0.334123,1.0
111,2024-07-21 13:09:13,18.226,2024,7,21,13,9,13,,0.339186,1.0
111,2024-07-21 13:09:14,18.226,2024,7,21,13,9,14,,0.344249,1.0
111,2024-07-21 13:09:15,18.226,2024,7,21,13,9,15,,0.349312,1.0
111,2024-07-21 13:09:16,18.226,2024,7,21,13,9,16,,0.354374,1.0
111,2024-07-21 13:09:17,18.226,2024,7,21,13,9,17,,0.359437,1.0
111,2024-07-21 13:09:18,18.226,2024,7,21,13,9,18,,0.3645,1.0
111,2024-07-21 13:09:19,18.226,2024,7,21,13,9,19,,0.369563,1.0
111,2024-07-21 13:09:20,18.227,2024,7,21,13,9,20,,0.374626,1.0
111,2024-07-21 13:09:21,18.226,2024,7,21,13,9,21,,0.379689,1.0
111,2024-07-21 13:09:22,18.226,2024,7,21,13,9,22,,0.384751,1.0
111,2024-07-21 13:09:23,18.226,2024,7,21,13,9,23,,0.389814,1.0
111,2024-07-21 13:09:24,18.227,2024,7,21,13,9,24,,0.394877,1.0
111,2024-07-21 13:09:25,18.226,2024,7,21,13,9,25,,0.39994,1.0
111,2024-07-21 13:09:26,18.227,2024,7,21,13,9,26,,0.405003,1.0
111,2024-07-21 13:09:27,18.227,2024,7,21,13,9,27,,0.410066,1.0
111,2024-07-21 13:09:28,18.226,2024,7,21,13,9,28,,0.415129,1.0
111,2024-07-21 13:09:29,18.227,2024,7,21,13,9,29,,0.420192,1.0
111,2024-07-21 13:09:30,18.226,2024,7,21,13,9,30,,0.425255,1.0
111,2024-07-21 13:09:31,18.227,2024,7,21,13,9,31,,0.430318,1.0
111,2024-07-21 13:09:32,18.226,2024,7,21,13,9,32,,0.435381,1.0
111,2024-07-21 13:09:33,18.226,2024,7,21,13,9,33,,0.440443,1.0
111,2024-07-21 13:09:34,18.227,2024,7,21,13,9,34,,0.445506,1.0
111,2024-07-21 13:09:35,18.227,2024,7,21,13,9,35,,0.450569,1.0
111,2024-07-21 13:09:36,18.226,2024,7,21,13,9,36,,0.455632,1.0
111,2024-07-21 13:09:37,18.226,2024,7,21,13,9,37,,0.460695,1.0
111,2024-07-21 13:09:38,18.227,2024,7,21,13,9,38,,0.465758,1.0
111,2024-07-21 13:09:39,18.227,2024,7,21,13,9,39,,0.470821,1.0
111,2024-07-21 13:09:40,18.227,2024,7,21,13,9,40,,0.475884,1.0
111,2024-07-21 13:09:41,18.227,2024,7,21,13,9,41,,0.480947,1.0
111,2024-07-21 13:09:42,18.227,2024,7,21,13,9,42,,0.48601,1.0
111,2024-07-21 13:09:43,18.227,2024,7,21,13,9,43,,0.491073,1.0
111,2024-07-21 13:09:44,18.227,2024,7,21,13,9,44,,0.496136,1.0
111,2024-07-21 13:09:45,18.227,2024,7,21,13,9,45,,0.501199,1.0
111,2024-07-21 13:09:46,18.227,2024,7,21,13,9,46,,0.506263,1.0
111,2024-07-21 13:09:47,18.227,2024,7,21,13,9,47,,0.511326,1.0
111,2024-07-21 13:09:48,18.227,2024,7,21,13,9,48,,0.516389,1.0
111,2024-07-21 13:09:49,18.228,2024,7,21,13,9,49,,0.521452,1.0
111,2024-07-21 13:09:50,18.227,2024,7,21,13,9,50,,0.526515,1.0
111,2024-07-21 13:09:51,18.227,2024,7,21,13,9,51,,0.531578,1.0
111,2024-07-21 13:09:52,18.227,2024,7,21,13,9,52,,0.536641,1.0
111,2024-07-21 13:09:53,18.227,2024,7,21,13,9,53,,0.541704,1.0
111,2024-07-21 13:09:54,18.227,2024,7,21,13,9,54,,0.546767,1.0
111,2024-07-21 13:09:55,18.227,2024,7,21,13,9,55,,0.55183,1.0
111,2024-07-21 13:09:56,18.227,2024,7,21,13,9,56,,0.556893,1.0
111,2024-07-21 13:09:57,18.228,2024,7,21,13,9,57,,0.561957,1.0
111,2024-07-21 13:09:58,18.227,2024,7,21,13,9,58,,0.56702,1.0
111,2024-07-21 13:09:59,18.227,2024,7,21,13,9,59,,0.572083,1.0
111,2024-07-21 13:10:00,18.227,2024,7,21,13,10,0,,0.577146,1.0
111,2024-07-21 13:10:01,18.228,2024,7,21,13,10,1,,0.582209,1.0
111,2024-07-21 13:10:02,18.227,2024,7,21,13,10,2,,0.587272,1.0
