Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-06-20 17:29:32,0.002,2024,6,20,17,29,32,0 days 00:07:32,0.0,0.0
111,2024-06-20 17:29:33,15.622,2024,6,20,17,29,33,,0.004339,1.0
111,2024-06-20 17:29:34,15.621,2024,6,20,17,29,34,,0.008679,1.0
111,2024-06-20 17:29:35,15.621,2024,6,20,17,29,35,,0.013018,1.0
111,2024-06-20 17:29:36,15.621,2024,6,20,17,29,36,,0.017357,1.0
111,2024-06-20 17:29:37,15.621,2024,6,20,17,29,37,,0.021696,1.0
111,2024-06-20 17:29:38,15.621,2024,6,20,17,29,38,,0.026035,1.0
111,2024-06-20 17:29:39,15.621,2024,6,20,17,29,39,,0.030374,1.0
111,2024-06-20 17:29:40,15.621,2024,6,20,17,29,40,,0.034714,1.0
111,2024-06-20 17:29:41,15.622,2024,6,20,17,29,41,,0.039053,1.0
111,2024-06-20 17:29:42,15.621,2024,6,20,17,29,42,,0.043392,1.0
111,2024-06-20 17:29:43,15.622,2024,6,20,17,29,43,,0.047732,1.0
111,2024-06-20 17:29:44,15.622,2024,6,20,17,29,44,,0.052071,1.0
111,2024-06-20 17:29:45,15.621,2024,6,20,17,29,45,,0.05641,1.0
111,2024-06-20 17:29:46,15.622,2024,6,20,17,29,46,,0.06075,1.0
111,2024-06-20 17:29:47,15.621,2024,6,20,17,29,47,,0.065089,1.0
111,2024-06-20 17:29:48,15.621,2024,6,20,17,29,48,,0.069428,1.0
111,2024-06-20 17:29:49,15.621,2024,6,20,17,29,49,,0.073767,1.0
111,2024-06-20 17:29:50,15.621,2024,6,20,17,29,50,,0.078106,1.0
111,2024-06-20 17:29:51,15.622,2024,6,20,17,29,51,,0.082446,1.0
111,2024-06-20 17:29:52,15.621,2024,6,20,17,29,52,,0.086785,1.0
111,2024-06-20 17:29:53,15.621,2024,6,20,17,29,53,,0.091124,1.0
111,2024-06-20 17:29:54,15.621,2024,6,20,17,29,54,,0.095463,1.0
111,2024-06-20 17:29:55,15.621,2024,6,20,17,29,55,,0.099802,1.0
