Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-07-20 17:14:28,0.002,2024,7,20,17,14,28,0 days 00:05:12,0.0,0.0
111,2024-07-20 17:14:29,18.224,2024,7,20,17,14,29,,0.005062,1.0
111,2024-07-20 17:14:30,18.223,2024,7,20,17,14,30,,0.010124,1.0
111,2024-07-20 17:14:31,18.223,2024,7,20,17,14,31,,0.015186,1.0
111,2024-07-20 17:14:32,18.223,2024,7,20,17,14,32,,0.020248,1.0
111,2024-07-20 17:14:33,18.224,2024,7,20,17,14,33,,0.02531,1.0
111,2024-07-20 17:14:34,18.223,2024,7,20,17,14,34,,0.030372,1.0
111,2024-07-20 17:14:35,18.223,2024,7,20,17,14,35,,0.035434,1.0
111,2024-07-20 17:14:36,18.223,2024,7,20,17,14,36,,0.040496,1.0
111,2024-07-20 17:14:37,18.223,2024,7,20,17,14,37,,0.045558,1.0
111,2024-07-20 17:14:38,18.223,2024,7,20,17,14,38,,0.05062,1.0
111,2024-07-20 17:14:39,18.223,2024,7,20,17,14,39,,0.055682,1.0
111,2024-07-20 17:14:40,18.223,2024,7,20,17,14,40,,0.060744,1.0
111,2024-07-20 17:14:41,18.224,2024,7,20,17,14,41,,0.065806,1.0
111,2024-07-20 17:14:42,18.224,2024,7,20,17,14,42,,0.070868,1.0
111,2024-07-20 17:14:43,18.223,2024,7,20,17,14,43,,0.07593,1.0
111,2024-07-20 17:14:44,18.224,2024,7,20,17,14,44,,0.080993,1.0
111,2024-07-20 17:14:45,18.223,2024,7,20,17,14,45,,0.086054,1.0
111,2024-07-20 17:14:46,18.223,2024,7,20,17,14,46,,0.091116,1.0
111,2024-07-20 17:14:47,18.223,2024,7,20,17,14,47,,0.096178,1.0
111,2024-07-20 17:14:48,18.223,2024,7,20,17,14,48,,0.10124,1.0
111,2024-07-20 17:14:49,18.224,2024,7,20,17,14,49,,0.106303,1.0
111,2024-07-20 17:14:50,18.224,2024,7,20,17,14,50,,0.111365,1.0
111,2024-07-20 17:14:51,18.224,2024,7,20,17,14,51,,0.116427,1.0
111,2024-07-20 17:14:52,18.224,2024,7,20,17,14,52,,0.121489,1.0
111,2024-07-20 17:14:53,18.224,2024,7,20,17,14,53,,0.126551,1.0
111,2024-07-20 17:14:54,18.224,2024,7,20,17,14,54,,0.131614,1.0
111,2024-07-20 17:14:55,18.224,2024,7,20,17,14,55,,0.136676,1.0
111,2024-07-20 17:14:56,18.224,2024,7,20,17,14,56,,0.141738,1.0
111,2024-07-20 17:14:57,18.223,2024,7,20,17,14,57,,0.1468,1.0
111,2024-07-20 17:14:58,18.224,2024,7,20,17,14,58,,0.151862,1.0
111,2024-07-20 17:14:59,18.224,2024,7,20,17,14,59,,0.156924,1.0
111,2024-07-20 17:15:00,18.224,2024,7,20,17,15,0,,0.161987,1.0
111,2024-07-20 17:15:01,18.225,2024,7,20,17,15,1,,0.167049,1.0
111,2024-07-20 17:15:02,18.224,2024,7,20,17,15,2,,0.172111,1.0
111,2024-07-20 17:15:03,18.224,2024,7,20,17,15,3,,0.177174,1.0
111,2024-07-20 17:15:04,18.225,2024,7,20,17,15,4,,0.182236,1.0
111,2024-07-20 17:15:05,18.224,2024,7,20,17,15,5,,0.187298,1.0
111,2024-07-20 17:15:06,18.224,2024,7,20,17,15,6,,0.192361,1.0
111,2024-07-20 17:15:07,18.224,2024,7,20,17,15,7,,0.197423,1.0
111,2024-07-20 17:15:08,18.224,2024,7,20,17,15,8,,0.202485,1.0
111,2024-07-20 17:15:09,18.224,2024,7,20,17,15,9,,0.207547,1.0
111,2024-07-20 17:15:10,18.224,2024,7,20,17,15,10,,0.212609,1.0
111,2024-07-20 17:15:11,18.224,2024,7,20,17,15,11,,0.217672,1.0
111,2024-07-20 17:15:12,18.223,2024,7,20,17,15,12,,0.222734,1.0
111,2024-07-20 17:15:13,18.224,2024,7,20,17,15,13,,0.227796,1.0
111,2024-07-20 17:15:14,18.224,2024,7,20,17,15,14,,0.232858,1.0
111,2024-07-20 17:15:15,18.224,2024,7,20,17,15,15,,0.23792,1.0
111,2024-07-20 17:15:16,18.225,2024,7,20,17,15,16,,0.242983,1.0
111,2024-07-20 17:15:17,18.225,2024,7,20,17,15,17,,0.248045,1.0
111,2024-07-20 17:15:18,18.224,2024,7,20,17,15,18,,0.253108,1.0
111,2024-07-20 17:15:19,18.225,2024,7,20,17,15,19,,0.25817,1.0
111,2024-07-20 17:15:20,18.225,2024,7,20,17,15,20,,0.263233,1.0
111,2024-07-20 17:15:21,18.225,2024,7,20,17,15,21,,0.268295,1.0
111,2024-07-20 17:15:22,18.225,2024,7,20,17,15,22,,0.273358,1.0
111,2024-07-20 17:15:23,18.224,2024,7,20,17,15,23,,0.27842,1.0
111,2024-07-20 17:15:24,18.225,2024,7,20,17,15,24,,0.283482,1.0
111,2024-07-20 17:15:25,18.224,2024,7,20,17,15,25,,0.288544,1.0
111,2024-07-20 17:15:26,18.225,2024,7,20,17,15,26,,0.293607,1.0
111,2024-07-20 17:15:27,18.225,2024,7,20,17,15,27,,0.298669,1.0
111,2024-07-20 17:15:28,18.225,2024,7,20,17,15,28,,0.303732,1.0
111,2024-07-20 17:15:29,18.224,2024,7,20,17,15,29,,0.308794,1.0
111,2024-07-20 17:15:30,18.225,2024,7,20,17,15,30,,0.313857,1.0
111,2024-07-20 17:15:31,18.225,2024,7,20,17,15,31,,0.318919,1.0
111,2024-07-20 17:15:32,18.225,2024,7,20,17,15,32,,0.323982,1.0
111,2024-07-20 17:15:33,18.225,2024,7,20,17,15,33,,0.329044,1.0
111,2024-07-20 17:15:34,18.225,2024,7,20,17,15,34,,0.334107,1.0
111,2024-07-20 17:15:35,18.225,2024,7,20,17,15,35,,0.339169,1.0
111,2024-07-20 17:15:36,18.225,2024,7,20,17,15,36,,0.344232,1.0
111,2024-07-20 17:15:37,18.225,2024,7,20,17,15,37,,0.349294,1.0
111,2024-07-20 17:15:38,18.225,2024,7,20,17,15,38,,0.354357,1.0
111,2024-07-20 17:15:39,18.225,2024,7,20,17,15,39,,0.359419,1.0
111,2024-07-20 17:15:40,18.225,2024,7,20,17,15,40,,0.364482,1.0
111,2024-07-20 17:15:41,18.225,2024,7,20,17,15,41,,0.369544,1.0
111,2024-07-20 17:15:42,18.226,2024,7,20,17,15,42,,0.374607,1.0
111,2024-07-20 17:15:43,18.225,2024,7,20,17,15,43,,0.379669,1.0
111,2024-07-20 17:15:44,18.225,2024,7,20,17,15,44,,0.384732,1.0
111,2024-07-20 17:15:45,18.226,2024,7,20,17,15,45,,0.389795,1.0
111,2024-07-20 17:15:46,18.226,2024,7,20,17,15,46,,0.394857,1.0
111,2024-07-20 17:15:47,18.225,2024,7,20,17,15,47,,0.39992,1.0
111,2024-07-20 17:15:48,18.225,2024,7,20,17,15,48,,0.404982,1.0
111,2024-07-20 17:15:49,18.226,2024,7,20,17,15,49,,0.410045,1.0
111,2024-07-20 17:15:50,18.226,2024,7,20,17,15,50,,0.415108,1.0
111,2024-07-20 17:15:51,18.226,2024,7,20,17,15,51,,0.420171,1.0
111,2024-07-20 17:15:52,18.225,2024,7,20,17,15,52,,0.425233,1.0
111,2024-07-20 17:15:53,18.226,2024,7,20,17,15,53,,0.430296,1.0
111,2024-07-20 17:15:54,18.226,2024,7,20,17,15,54,,0.435359,1.0
111,2024-07-20 17:15:55,18.225,2024,7,20,17,15,55,,0.440421,1.0
111,2024-07-20 17:15:56,18.226,2024,7,20,17,15,56,,0.445484,1.0
111,2024-07-20 17:15:57,18.226,2024,7,20,17,15,57,,0.450547,1.0
111,2024-07-20 17:15:58,18.226,2024,7,20,17,15,58,,0.45561,1.0
111,2024-07-20 17:15:59,18.226,2024,7,20,17,15,59,,0.460673,1.0
111,2024-07-20 17:16:00,18.225,2024,7,20,17,16,0,,0.465735,1.0
111,2024-07-20 17:16:01,18.225,2024,7,20,17,16,1,,0.470798,1.0
111,2024-07-20 17:16:02,18.226,2024,7,20,17,16,2,,0.47586,1.0
111,2024-07-20 17:16:03,18.226,2024,7,20,17,16,3,,0.480923,1.0
111,2024-07-20 17:16:04,18.226,2024,7,20,17,16,4,,0.485986,1.0
111,2024-07-20 17:16:05,18.226,2024,7,20,17,16,5,,0.491049,1.0
111,2024-07-20 17:16:06,18.226,2024,7,20,17,16,6,,0.496111,1.0
111,2024-07-20 17:16:07,18.226,2024,7,20,17,16,7,,0.501174,1.0
111,2024-07-20 17:16:08,18.226,2024,7,20,17,16,8,,0.506237,1.0
111,2024-07-20 17:16:09,18.226,2024,7,20,17,16,9,,0.5113,1.0
111,2024-07-20 17:16:10,18.226,2024,7,20,17,16,10,,0.516363,1.0
111,2024-07-20 17:16:11,18.226,2024,7,20,17,16,11,,0.521425,1.0
111,2024-07-20 17:16:12,18.226,2024,7,20,17,16,12,,0.526488,1.0
111,2024-07-20 17:16:13,18.226,2024,7,20,17,16,13,,0.531551,1.0
111,2024-07-20 17:16:14,18.226,2024,7,20,17,16,14,,0.536614,1.0
111,2024-07-20 17:16:15,18.226,2024,7,20,17,16,15,,0.541676,1.0
111,2024-07-20 17:16:16,18.226,2024,7,20,17,16,16,,0.546739,1.0
111,2024-07-20 17:16:17,18.226,2024,7,20,17,16,17,,0.551802,1.0
111,2024-07-20 17:16:18,18.227,2024,7,20,17,16,18,,0.556865,1.0
111,2024-07-20 17:16:19,18.227,2024,7,20,17,16,19,,0.561928,1.0
111,2024-07-20 17:16:20,18.227,2024,7,20,17,16,20,,0.566991,1.0
111,2024-07-20 17:16:21,18.227,2024,7,20,17,16,21,,0.572054,1.0
111,2024-07-20 17:16:22,18.226,2024,7,20,17,16,22,,0.577117,1.0
111,2024-07-20 17:16:23,18.227,2024,7,20,17,16,23,,0.58218,1.0
111,2024-07-20 17:16:24,18.226,2024,7,20,17,16,24,,0.587243,1.0
111,2024-07-20 17:16:25,18.227,2024,7,20,17,16,25,,0.592306,1.0
111,2024-07-20 17:16:26,18.226,2024,7,20,17,16,26,,0.597369,1.0
111,2024-07-20 17:16:27,18.227,2024,7,20,17,16,27,,0.602432,1.0
111,2024-07-20 17:16:28,18.227,2024,7,20,17,16,28,,0.607495,1.0
111,2024-07-20 17:16:29,18.226,2024,7,20,17,16,29,,0.612558,1.0
111,2024-07-20 17:16:30,18.226,2024,7,20,17,16,30,,0.61762,1.0
111,2024-07-20 17:16:31,18.227,2024,7,20,17,16,31,,0.622683,1.0
