Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-06-17 16:18:05,0.002,2024,6,17,16,18,5,0 days 00:48:05,0.0,0.0
111,2024-06-17 16:18:06,5.2090000000000005,2024,6,17,16,18,6,,0.001447,1.0
111,2024-06-17 16:18:07,5.2090000000000005,2024,6,17,16,18,7,,0.002894,1.0
111,2024-06-17 16:18:08,5.2090000000000005,2024,6,17,16,18,8,,0.004341,1.0
111,2024-06-17 16:18:09,5.2090000000000005,2024,6,17,16,18,9,,0.005788,1.0
111,2024-06-17 16:18:10,5.2090000000000005,2024,6,17,16,18,10,,0.007235,1.0
111,2024-06-17 16:18:11,5.21,2024,6,17,16,18,11,,0.008682,1.0
111,2024-06-17 16:18:12,5.2090000000000005,2024,6,17,16,18,12,,0.010129,1.0
111,2024-06-17 16:18:13,5.21,2024,6,17,16,18,13,,0.011576,1.0
111,2024-06-17 16:18:14,5.2090000000000005,2024,6,17,16,18,14,,0.013023,1.0
111,2024-06-17 16:18:15,5.2090000000000005,2024,6,17,16,18,15,,0.01447,1.0
111,2024-06-17 16:18:16,5.2090000000000005,2024,6,17,16,18,16,,0.015917,1.0
111,2024-06-17 16:18:17,5.2090000000000005,2024,6,17,16,18,17,,0.017364,1.0
111,2024-06-17 16:18:18,5.2090000000000005,2024,6,17,16,18,18,,0.018811,1.0
111,2024-06-17 16:18:19,5.2090000000000005,2024,6,17,16,18,19,,0.020258,1.0
111,2024-06-17 16:18:20,5.2090000000000005,2024,6,17,16,18,20,,0.021705,1.0
111,2024-06-17 16:18:21,5.2090000000000005,2024,6,17,16,18,21,,0.023152,1.0
111,2024-06-17 16:18:22,5.21,2024,6,17,16,18,22,,0.024599,1.0
111,2024-06-17 16:18:23,5.2090000000000005,2024,6,17,16,18,23,,0.026046,1.0
111,2024-06-17 16:18:24,5.2090000000000005,2024,6,17,16,18,24,,0.027493,1.0
111,2024-06-17 16:18:25,5.2090000000000005,2024,6,17,16,18,25,,0.02894,1.0
111,2024-06-17 16:18:26,5.2090000000000005,2024,6,17,16,18,26,,0.030387,1.0
111,2024-06-17 16:18:27,5.2090000000000005,2024,6,17,16,18,27,,0.031834,1.0
111,2024-06-17 16:18:28,5.2090000000000005,2024,6,17,16,18,28,,0.033281,1.0
111,2024-06-17 16:18:29,5.2090000000000005,2024,6,17,16,18,29,,0.034728,1.0
111,2024-06-17 16:18:30,5.2090000000000005,2024,6,17,16,18,30,,0.036174,1.0
111,2024-06-17 16:18:31,5.2090000000000005,2024,6,17,16,18,31,,0.037621,1.0
111,2024-06-17 16:18:32,5.2090000000000005,2024,6,17,16,18,32,,0.039068,1.0
111,2024-06-17 16:18:33,5.2090000000000005,2024,6,17,16,18,33,,0.040515,1.0
111,2024-06-17 16:18:34,5.21,2024,6,17,16,18,34,,0.041963,1.0
111,2024-06-17 16:18:35,5.21,2024,6,17,16,18,35,,0.04341,1.0
111,2024-06-17 16:18:36,5.2090000000000005,2024,6,17,16,18,36,,0.044857,1.0
111,2024-06-17 16:18:37,5.2090000000000005,2024,6,17,16,18,37,,0.046304,1.0
111,2024-06-17 16:18:38,5.2090000000000005,2024,6,17,16,18,38,,0.047751,1.0
111,2024-06-17 16:18:39,5.208,2024,6,17,16,18,39,,0.049197,1.0
111,2024-06-17 16:18:40,5.2090000000000005,2024,6,17,16,18,40,,0.050644,1.0
111,2024-06-17 16:18:41,5.2090000000000005,2024,6,17,16,18,41,,0.052091,1.0
111,2024-06-17 16:18:42,5.2090000000000005,2024,6,17,16,18,42,,0.053538,1.0
111,2024-06-17 16:18:43,5.21,2024,6,17,16,18,43,,0.054985,1.0
111,2024-06-17 16:18:44,5.2090000000000005,2024,6,17,16,18,44,,0.056432,1.0
111,2024-06-17 16:18:45,5.2090000000000005,2024,6,17,16,18,45,,0.057879,1.0
111,2024-06-17 16:18:46,5.2090000000000005,2024,6,17,16,18,46,,0.059326,1.0
111,2024-06-17 16:18:47,5.2090000000000005,2024,6,17,16,18,47,,0.060773,1.0
111,2024-06-17 16:18:48,5.2090000000000005,2024,6,17,16,18,48,,0.06222,1.0
111,2024-06-17 16:18:49,5.2090000000000005,2024,6,17,16,18,49,,0.063667,1.0
111,2024-06-17 16:18:50,5.2090000000000005,2024,6,17,16,18,50,,0.065114,1.0
111,2024-06-17 16:18:51,5.2090000000000005,2024,6,17,16,18,51,,0.066561,1.0
111,2024-06-17 16:18:52,5.2090000000000005,2024,6,17,16,18,52,,0.068008,1.0
111,2024-06-17 16:18:53,5.2090000000000005,2024,6,17,16,18,53,,0.069455,1.0
111,2024-06-17 16:18:54,5.2090000000000005,2024,6,17,16,18,54,,0.070902,1.0
111,2024-06-17 16:18:55,5.2090000000000005,2024,6,17,16,18,55,,0.072349,1.0
111,2024-06-17 16:18:56,5.2090000000000005,2024,6,17,16,18,56,,0.073796,1.0
111,2024-06-17 16:18:57,5.208,2024,6,17,16,18,57,,0.075242,1.0
111,2024-06-17 16:18:58,5.2090000000000005,2024,6,17,16,18,58,,0.076689,1.0
111,2024-06-17 16:18:59,5.2090000000000005,2024,6,17,16,18,59,,0.078136,1.0
111,2024-06-17 16:19:00,5.2090000000000005,2024,6,17,16,19,0,,0.079583,1.0
111,2024-06-17 16:19:01,5.21,2024,6,17,16,19,1,,0.08103,1.0
111,2024-06-17 16:19:02,5.2090000000000005,2024,6,17,16,19,2,,0.082477,1.0
111,2024-06-17 16:19:03,5.2090000000000005,2024,6,17,16,19,3,,0.083924,1.0
111,2024-06-17 16:19:04,5.2090000000000005,2024,6,17,16,19,4,,0.085371,1.0
111,2024-06-17 16:19:05,5.2090000000000005,2024,6,17,16,19,5,,0.086818,1.0
111,2024-06-17 16:19:06,5.2090000000000005,2024,6,17,16,19,6,,0.088265,1.0
111,2024-06-17 16:19:07,5.2090000000000005,2024,6,17,16,19,7,,0.089712,1.0
111,2024-06-17 16:19:08,5.2090000000000005,2024,6,17,16,19,8,,0.091159,1.0
111,2024-06-17 16:19:09,5.2090000000000005,2024,6,17,16,19,9,,0.092606,1.0
111,2024-06-17 16:19:10,5.2090000000000005,2024,6,17,16,19,10,,0.094053,1.0
111,2024-06-17 16:19:11,5.2090000000000005,2024,6,17,16,19,11,,0.0955,1.0
111,2024-06-17 16:19:12,5.21,2024,6,17,16,19,12,,0.096947,1.0
111,2024-06-17 16:19:13,5.2090000000000005,2024,6,17,16,19,13,,0.098394,1.0
111,2024-06-17 16:19:14,5.2090000000000005,2024,6,17,16,19,14,,0.099841,1.0
111,2024-06-17 16:19:15,5.2090000000000005,2024,6,17,16,19,15,,0.101288,1.0
111,2024-06-17 16:19:16,5.2090000000000005,2024,6,17,16,19,16,,0.102735,1.0
111,2024-06-17 16:19:17,5.21,2024,6,17,16,19,17,,0.104182,1.0
111,2024-06-17 16:19:18,5.2090000000000005,2024,6,17,16,19,18,,0.105629,1.0
111,2024-06-17 16:19:19,5.2090000000000005,2024,6,17,16,19,19,,0.107076,1.0
111,2024-06-17 16:19:20,5.2090000000000005,2024,6,17,16,19,20,,0.108523,1.0
111,2024-06-17 16:19:21,5.2090000000000005,2024,6,17,16,19,21,,0.10997,1.0
111,2024-06-17 16:19:22,5.21,2024,6,17,16,19,22,,0.111417,1.0
111,2024-06-17 16:19:23,5.2090000000000005,2024,6,17,16,19,23,,0.112864,1.0
111,2024-06-17 16:19:24,5.21,2024,6,17,16,19,24,,0.114311,1.0
111,2024-06-17 16:19:25,5.2090000000000005,2024,6,17,16,19,25,,0.115758,1.0
111,2024-06-17 16:19:26,5.2090000000000005,2024,6,17,16,19,26,,0.117205,1.0
111,2024-06-17 16:19:27,5.2090000000000005,2024,6,17,16,19,27,,0.118652,1.0
111,2024-06-17 16:19:28,5.2090000000000005,2024,6,17,16,19,28,,0.120099,1.0
111,2024-06-17 16:19:29,5.2090000000000005,2024,6,17,16,19,29,,0.121546,1.0
111,2024-06-17 16:19:30,5.21,2024,6,17,16,19,30,,0.122993,1.0
111,2024-06-17 16:19:31,5.2090000000000005,2024,6,17,16,19,31,,0.12444,1.0
111,2024-06-17 16:19:32,5.2090000000000005,2024,6,17,16,19,32,,0.125887,1.0
111,2024-06-17 16:19:33,5.21,2024,6,17,16,19,33,,0.127334,1.0
111,2024-06-17 16:19:34,5.2090000000000005,2024,6,17,16,19,34,,0.128781,1.0
111,2024-06-17 16:19:35,5.21,2024,6,17,16,19,35,,0.130228,1.0
111,2024-06-17 16:19:36,5.2090000000000005,2024,6,17,16,19,36,,0.131675,1.0
111,2024-06-17 16:19:37,5.2090000000000005,2024,6,17,16,19,37,,0.133122,1.0
111,2024-06-17 16:19:38,5.2090000000000005,2024,6,17,16,19,38,,0.134569,1.0
111,2024-06-17 16:19:39,5.2090000000000005,2024,6,17,16,19,39,,0.136016,1.0
111,2024-06-17 16:19:40,5.2090000000000005,2024,6,17,16,19,40,,0.137463,1.0
111,2024-06-17 16:19:41,5.2090000000000005,2024,6,17,16,19,41,,0.13891,1.0
111,2024-06-17 16:19:42,5.2090000000000005,2024,6,17,16,19,42,,0.140357,1.0
111,2024-06-17 16:19:43,5.2090000000000005,2024,6,17,16,19,43,,0.141804,1.0
111,2024-06-17 16:19:44,5.2090000000000005,2024,6,17,16,19,44,,0.143251,1.0
111,2024-06-17 16:19:45,5.21,2024,6,17,16,19,45,,0.144698,1.0
111,2024-06-17 16:19:46,5.2090000000000005,2024,6,17,16,19,46,,0.146145,1.0
111,2024-06-17 16:19:47,5.2090000000000005,2024,6,17,16,19,47,,0.147592,1.0
111,2024-06-17 16:19:48,5.2090000000000005,2024,6,17,16,19,48,,0.149039,1.0
111,2024-06-17 16:19:49,5.2090000000000005,2024,6,17,16,19,49,,0.150486,1.0
111,2024-06-17 16:19:50,5.2090000000000005,2024,6,17,16,19,50,,0.151933,1.0
111,2024-06-17 16:19:51,5.2090000000000005,2024,6,17,16,19,51,,0.15338,1.0
111,2024-06-17 16:19:52,5.2090000000000005,2024,6,17,16,19,52,,0.154827,1.0
111,2024-06-17 16:19:53,5.2090000000000005,2024,6,17,16,19,53,,0.156274,1.0
111,2024-06-17 16:19:54,5.2090000000000005,2024,6,17,16,19,54,,0.157721,1.0
111,2024-06-17 16:19:55,5.2090000000000005,2024,6,17,16,19,55,,0.159167,1.0
111,2024-06-17 16:19:56,5.2090000000000005,2024,6,17,16,19,56,,0.160614,1.0
111,2024-06-17 16:19:57,5.2090000000000005,2024,6,17,16,19,57,,0.162061,1.0
111,2024-06-17 16:19:58,5.2090000000000005,2024,6,17,16,19,58,,0.163508,1.0
111,2024-06-17 16:19:59,5.2090000000000005,2024,6,17,16,19,59,,0.164955,1.0
111,2024-06-17 16:20:00,5.208,2024,6,17,16,20,0,,0.166402,1.0
111,2024-06-17 16:20:01,5.2090000000000005,2024,6,17,16,20,1,,0.167849,1.0
111,2024-06-17 16:20:02,5.21,2024,6,17,16,20,2,,0.169296,1.0
111,2024-06-17 16:20:03,5.2090000000000005,2024,6,17,16,20,3,,0.170743,1.0
111,2024-06-17 16:20:04,5.2090000000000005,2024,6,17,16,20,4,,0.17219,1.0
111,2024-06-17 16:20:05,5.2090000000000005,2024,6,17,16,20,5,,0.173637,1.0
111,2024-06-17 16:20:06,5.2090000000000005,2024,6,17,16,20,6,,0.175084,1.0
111,2024-06-17 16:20:07,5.2090000000000005,2024,6,17,16,20,7,,0.176531,1.0
111,2024-06-17 16:20:08,5.21,2024,6,17,16,20,8,,0.177978,1.0
111,2024-06-17 16:20:09,5.208,2024,6,17,16,20,9,,0.179425,1.0
