Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-06-19 17:29:48,0.002,2024,6,19,17,29,48,0 days 00:07:48,0.0,0.0
111,2024-06-19 17:29:49,15.622,2024,6,19,17,29,49,,0.004339,1.0
111,2024-06-19 17:29:50,15.622,2024,6,19,17,29,50,,0.008679,1.0
111,2024-06-19 17:29:51,15.621,2024,6,19,17,29,51,,0.013018,1.0
111,2024-06-19 17:29:52,15.621,2024,6,19,17,29,52,,0.017357,1.0
111,2024-06-19 17:29:53,15.622,2024,6,19,17,29,53,,0.021697,1.0
111,2024-06-19 17:29:54,15.621,2024,6,19,17,29,54,,0.026036,1.0
111,2024-06-19 17:29:55,15.622,2024,6,19,17,29,55,,0.030375,1.0
111,2024-06-19 17:29:56,15.621,2024,6,19,17,29,56,,0.034714,1.0
111,2024-06-19 17:29:57,15.621,2024,6,19,17,29,57,,0.039054,1.0
111,2024-06-19 17:29:58,15.621,2024,6,19,17,29,58,,0.043393,1.0
111,2024-06-19 17:29:59,15.621,2024,6,19,17,29,59,,0.047732,1.0
111,2024-06-19 17:30:00,15.622,2024,6,19,17,30,0,,0.052071,1.0
111,2024-06-19 17:30:01,15.622,2024,6,19,17,30,1,,0.056411,1.0
111,2024-06-19 17:30:02,15.621,2024,6,19,17,30,2,,0.06075,1.0
111,2024-06-19 17:30:03,15.621,2024,6,19,17,30,3,,0.065089,1.0
111,2024-06-19 17:30:04,15.621,2024,6,19,17,30,4,,0.069428,1.0
111,2024-06-19 17:30:05,15.621,2024,6,19,17,30,5,,0.073768,1.0
111,2024-06-19 17:30:06,15.621,2024,6,19,17,30,6,,0.078107,1.0
111,2024-06-19 17:30:07,15.621,2024,6,19,17,30,7,,0.082446,1.0
111,2024-06-19 17:30:08,15.621,2024,6,19,17,30,8,,0.086785,1.0
111,2024-06-19 17:30:09,15.621,2024,6,19,17,30,9,,0.091124,1.0
111,2024-06-19 17:30:10,15.621,2024,6,19,17,30,10,,0.095463,1.0
111,2024-06-19 17:30:11,15.621,2024,6,19,17,30,11,,0.099802,1.0
111,2024-06-19 17:30:12,15.621,2024,6,19,17,30,12,,0.104142,1.0
111,2024-06-19 17:30:13,15.621,2024,6,19,17,30,13,,0.108481,1.0
111,2024-06-19 17:30:14,15.622,2024,6,19,17,30,14,,0.11282,1.0
111,2024-06-19 17:30:15,15.621,2024,6,19,17,30,15,,0.117159,1.0
111,2024-06-19 17:30:16,15.621,2024,6,19,17,30,16,,0.121499,1.0
111,2024-06-19 17:30:17,15.621,2024,6,19,17,30,17,,0.125838,1.0
111,2024-06-19 17:30:18,15.621,2024,6,19,17,30,18,,0.130177,1.0
111,2024-06-19 17:30:19,15.621,2024,6,19,17,30,19,,0.134516,1.0
111,2024-06-19 17:30:20,15.622,2024,6,19,17,30,20,,0.138856,1.0
111,2024-06-19 17:30:21,15.621,2024,6,19,17,30,21,,0.143195,1.0
111,2024-06-19 17:30:22,15.621,2024,6,19,17,30,22,,0.147534,1.0
111,2024-06-19 17:30:23,15.621,2024,6,19,17,30,23,,0.151873,1.0
111,2024-06-19 17:30:24,15.621,2024,6,19,17,30,24,,0.156212,1.0
111,2024-06-19 17:30:25,15.621,2024,6,19,17,30,25,,0.160551,1.0
111,2024-06-19 17:30:26,15.621,2024,6,19,17,30,26,,0.164891,1.0
111,2024-06-19 17:30:27,15.621,2024,6,19,17,30,27,,0.16923,1.0
111,2024-06-19 17:30:28,15.621,2024,6,19,17,30,28,,0.173569,1.0
111,2024-06-19 17:30:29,15.622,2024,6,19,17,30,29,,0.177908,1.0
111,2024-06-19 17:30:30,15.621,2024,6,19,17,30,30,,0.182247,1.0
111,2024-06-19 17:30:31,15.621,2024,6,19,17,30,31,,0.186587,1.0
111,2024-06-19 17:30:32,15.621,2024,6,19,17,30,32,,0.190926,1.0
111,2024-06-19 17:30:33,15.621,2024,6,19,17,30,33,,0.195265,1.0
111,2024-06-19 17:30:34,15.621,2024,6,19,17,30,34,,0.199604,1.0
111,2024-06-19 17:30:35,15.621,2024,6,19,17,30,35,,0.203943,1.0
111,2024-06-19 17:30:36,15.621,2024,6,19,17,30,36,,0.208282,1.0
111,2024-06-19 17:30:37,15.622,2024,6,19,17,30,37,,0.212622,1.0
111,2024-06-19 17:30:38,15.621,2024,6,19,17,30,38,,0.216961,1.0
111,2024-06-19 17:30:39,15.621,2024,6,19,17,30,39,,0.2213,1.0
111,2024-06-19 17:30:40,15.621,2024,6,19,17,30,40,,0.225639,1.0
111,2024-06-19 17:30:41,15.621,2024,6,19,17,30,41,,0.229979,1.0
111,2024-06-19 17:30:42,15.622,2024,6,19,17,30,42,,0.234318,1.0
111,2024-06-19 17:30:43,15.621,2024,6,19,17,30,43,,0.238657,1.0
111,2024-06-19 17:30:44,15.622,2024,6,19,17,30,44,,0.242997,1.0
111,2024-06-19 17:30:45,15.621,2024,6,19,17,30,45,,0.247336,1.0
111,2024-06-19 17:30:46,15.621,2024,6,19,17,30,46,,0.251675,1.0
111,2024-06-19 17:30:47,15.622,2024,6,19,17,30,47,,0.256014,1.0
