Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-06-18 13:27:35,0.002,2024,6,18,13,27,35,0 days 00:17:13,0.0,0.0
111,2024-06-18 13:27:36,10.415,2024,6,18,13,27,36,,0.002893,1.0
111,2024-06-18 13:27:37,10.414,2024,6,18,13,27,37,,0.005786,1.0
111,2024-06-18 13:27:38,10.415,2024,6,18,13,27,38,,0.008679,1.0
111,2024-06-18 13:27:39,10.415,2024,6,18,13,27,39,,0.011572,1.0
111,2024-06-18 13:27:40,10.415,2024,6,18,13,27,40,,0.014465,1.0
111,2024-06-18 13:27:41,10.414,2024,6,18,13,27,41,,0.017358,1.0
111,2024-06-18 13:27:42,10.414,2024,6,18,13,27,42,,0.020251,1.0
111,2024-06-18 13:27:43,10.415,2024,6,18,13,27,43,,0.023144,1.0
111,2024-06-18 13:27:44,10.415,2024,6,18,13,27,44,,0.026037,1.0
111,2024-06-18 13:27:45,10.414,2024,6,18,13,27,45,,0.028929,1.0
111,2024-06-18 13:27:46,10.414,2024,6,18,13,27,46,,0.031822,1.0
111,2024-06-18 13:27:47,10.414,2024,6,18,13,27,47,,0.034715,1.0
111,2024-06-18 13:27:48,10.414,2024,6,18,13,27,48,,0.037608,1.0
111,2024-06-18 13:27:49,10.414,2024,6,18,13,27,49,,0.040501,1.0
111,2024-06-18 13:27:50,10.414,2024,6,18,13,27,50,,0.043393,1.0
111,2024-06-18 13:27:51,10.415,2024,6,18,13,27,51,,0.046286,1.0
111,2024-06-18 13:27:52,10.415,2024,6,18,13,27,52,,0.049179,1.0
111,2024-06-18 13:27:53,10.414,2024,6,18,13,27,53,,0.052072,1.0
111,2024-06-18 13:27:54,10.415,2024,6,18,13,27,54,,0.054965,1.0
111,2024-06-18 13:27:55,10.414,2024,6,18,13,27,55,,0.057858,1.0
111,2024-06-18 13:27:56,10.414,2024,6,18,13,27,56,,0.060751,1.0
111,2024-06-18 13:27:57,10.414,2024,6,18,13,27,57,,0.063644,1.0
111,2024-06-18 13:27:58,10.414,2024,6,18,13,27,58,,0.066536,1.0
111,2024-06-18 13:27:59,10.414,2024,6,18,13,27,59,,0.069429,1.0
111,2024-06-18 13:28:01,10.415,2024,6,18,13,28,1,,0.075215,2.0
111,2024-06-18 13:28:01,10.414,2024,6,18,13,28,1,,0.075215,0.0
111,2024-06-18 13:28:02,10.414,2024,6,18,13,28,2,,0.078108,1.0
111,2024-06-18 13:28:03,10.414,2024,6,18,13,28,3,,0.081001,1.0
111,2024-06-18 13:28:04,10.414,2024,6,18,13,28,4,,0.083894,1.0
111,2024-06-18 13:28:05,10.414,2024,6,18,13,28,5,,0.086786,1.0
111,2024-06-18 13:28:06,10.414,2024,6,18,13,28,6,,0.089679,1.0
111,2024-06-18 13:28:07,10.415,2024,6,18,13,28,7,,0.092572,1.0
111,2024-06-18 13:28:08,10.414,2024,6,18,13,28,8,,0.095465,1.0
111,2024-06-18 13:28:09,10.414,2024,6,18,13,28,9,,0.098358,1.0
111,2024-06-18 13:28:10,10.414,2024,6,18,13,28,10,,0.101251,1.0
111,2024-06-18 13:28:11,10.414,2024,6,18,13,28,11,,0.104143,1.0
111,2024-06-18 13:28:12,10.414,2024,6,18,13,28,12,,0.107036,1.0
111,2024-06-18 13:28:13,10.414,2024,6,18,13,28,13,,0.109929,1.0
111,2024-06-18 13:28:14,10.414,2024,6,18,13,28,14,,0.112822,1.0
111,2024-06-18 13:28:15,10.414,2024,6,18,13,28,15,,0.115714,1.0
111,2024-06-18 13:28:16,10.414,2024,6,18,13,28,16,,0.118607,1.0
111,2024-06-18 13:28:17,10.414,2024,6,18,13,28,17,,0.1215,1.0
111,2024-06-18 13:28:18,10.414,2024,6,18,13,28,18,,0.124393,1.0
111,2024-06-18 13:28:19,10.414,2024,6,18,13,28,19,,0.127286,1.0
111,2024-06-18 13:28:20,10.414,2024,6,18,13,28,20,,0.130178,1.0
111,2024-06-18 13:28:21,10.415,2024,6,18,13,28,21,,0.133071,1.0
111,2024-06-18 13:28:22,10.414,2024,6,18,13,28,22,,0.135964,1.0
111,2024-06-18 13:28:23,10.414,2024,6,18,13,28,23,,0.138857,1.0
111,2024-06-18 13:28:24,10.414,2024,6,18,13,28,24,,0.14175,1.0
111,2024-06-18 13:28:25,10.413,2024,6,18,13,28,25,,0.144642,1.0
111,2024-06-18 13:28:26,10.414,2024,6,18,13,28,26,,0.147535,1.0
111,2024-06-18 13:28:27,10.414,2024,6,18,13,28,27,,0.150428,1.0
111,2024-06-18 13:28:28,10.414,2024,6,18,13,28,28,,0.153321,1.0
111,2024-06-18 13:28:29,10.415,2024,6,18,13,28,29,,0.156214,1.0
111,2024-06-18 13:28:30,10.414,2024,6,18,13,28,30,,0.159106,1.0
111,2024-06-18 13:28:31,10.414,2024,6,18,13,28,31,,0.161999,1.0
111,2024-06-18 13:28:32,10.414,2024,6,18,13,28,32,,0.164892,1.0
111,2024-06-18 13:28:33,10.414,2024,6,18,13,28,33,,0.167785,1.0
111,2024-06-18 13:28:34,10.414,2024,6,18,13,28,34,,0.170677,1.0
111,2024-06-18 13:28:35,10.414,2024,6,18,13,28,35,,0.17357,1.0
111,2024-06-18 13:28:36,10.414,2024,6,18,13,28,36,,0.176463,1.0
111,2024-06-18 13:28:37,10.414,2024,6,18,13,28,37,,0.179356,1.0
111,2024-06-18 13:28:38,10.414,2024,6,18,13,28,38,,0.182249,1.0
111,2024-06-18 13:28:39,10.414,2024,6,18,13,28,39,,0.185141,1.0
111,2024-06-18 13:28:40,10.414,2024,6,18,13,28,40,,0.188034,1.0
111,2024-06-18 13:28:41,10.415,2024,6,18,13,28,41,,0.190927,1.0
111,2024-06-18 13:28:42,10.414,2024,6,18,13,28,42,,0.19382,1.0
111,2024-06-18 13:28:43,10.415,2024,6,18,13,28,43,,0.196713,1.0
111,2024-06-18 13:28:44,10.414,2024,6,18,13,28,44,,0.199606,1.0
111,2024-06-18 13:28:45,10.414,2024,6,18,13,28,45,,0.202499,1.0
111,2024-06-18 13:28:46,10.414,2024,6,18,13,28,46,,0.205391,1.0
111,2024-06-18 13:28:47,10.414,2024,6,18,13,28,47,,0.208284,1.0
111,2024-06-18 13:28:48,10.414,2024,6,18,13,28,48,,0.211177,1.0
111,2024-06-18 13:28:49,10.414,2024,6,18,13,28,49,,0.21407,1.0
111,2024-06-18 13:28:50,10.414,2024,6,18,13,28,50,,0.216962,1.0
111,2024-06-18 13:28:51,10.414,2024,6,18,13,28,51,,0.219855,1.0
111,2024-06-18 13:28:52,10.414,2024,6,18,13,28,52,,0.222748,1.0
111,2024-06-18 13:28:53,10.415,2024,6,18,13,28,53,,0.225641,1.0
111,2024-06-18 13:28:54,10.414,2024,6,18,13,28,54,,0.228534,1.0
111,2024-06-18 13:28:55,10.414,2024,6,18,13,28,55,,0.231427,1.0
111,2024-06-18 13:28:56,10.414,2024,6,18,13,28,56,,0.234319,1.0
111,2024-06-18 13:28:57,10.415,2024,6,18,13,28,57,,0.237212,1.0
111,2024-06-18 13:28:58,10.414,2024,6,18,13,28,58,,0.240105,1.0
111,2024-06-18 13:28:59,10.415,2024,6,18,13,28,59,,0.242998,1.0
111,2024-06-18 13:29:00,10.415,2024,6,18,13,29,0,,0.245891,1.0
111,2024-06-18 13:29:01,10.414,2024,6,18,13,29,1,,0.248784,1.0
111,2024-06-18 13:29:02,10.415,2024,6,18,13,29,2,,0.251677,1.0
111,2024-06-18 13:29:03,10.415,2024,6,18,13,29,3,,0.25457,1.0
