Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity,TimeDelta
111,2024-06-15 16:03:15,0.002,2024,6,15,16,3,15,0 days 00:47:56,0.0,0.0
111,2024-06-15 16:03:16,5.2090000000000005,2024,6,15,16,3,16,,0.001447,1.0
111,2024-06-15 16:03:17,5.2090000000000005,2024,6,15,16,3,17,,0.002894,1.0
111,2024-06-15 16:03:18,5.21,2024,6,15,16,3,18,,0.004341,1.0
111,2024-06-15 16:03:19,5.2090000000000005,2024,6,15,16,3,19,,0.005788,1.0
111,2024-06-15 16:03:20,5.2090000000000005,2024,6,15,16,3,20,,0.007235,1.0
111,2024-06-15 16:03:21,5.208,2024,6,15,16,3,21,,0.008682,1.0
111,2024-06-15 16:03:22,5.2090000000000005,2024,6,15,16,3,22,,0.010129,1.0
111,2024-06-15 16:03:23,5.2090000000000005,2024,6,15,16,3,23,,0.011576,1.0
111,2024-06-15 16:03:24,5.2090000000000005,2024,6,15,16,3,24,,0.013023,1.0
111,2024-06-15 16:03:25,5.208,2024,6,15,16,3,25,,0.014469,1.0
111,2024-06-15 16:03:26,5.2090000000000005,2024,6,15,16,3,26,,0.015916,1.0
111,2024-06-15 16:03:27,5.2090000000000005,2024,6,15,16,3,27,,0.017363,1.0
111,2024-06-15 16:03:28,5.2090000000000005,2024,6,15,16,3,28,,0.01881,1.0
111,2024-06-15 16:03:29,5.2090000000000005,2024,6,15,16,3,29,,0.020257,1.0
111,2024-06-15 16:03:30,5.2090000000000005,2024,6,15,16,3,30,,0.021704,1.0
111,2024-06-15 16:03:31,5.21,2024,6,15,16,3,31,,0.023151,1.0
111,2024-06-15 16:03:32,5.208,2024,6,15,16,3,32,,0.024598,1.0
111,2024-06-15 16:03:33,5.2090000000000005,2024,6,15,16,3,33,,0.026045,1.0
111,2024-06-15 16:03:34,5.2090000000000005,2024,6,15,16,3,34,,0.027492,1.0
111,2024-06-15 16:03:35,5.2090000000000005,2024,6,15,16,3,35,,0.028939,1.0
111,2024-06-15 16:03:36,5.2090000000000005,2024,6,15,16,3,36,,0.030386,1.0
111,2024-06-15 16:03:37,5.2090000000000005,2024,6,15,16,3,37,,0.031833,1.0
111,2024-06-15 16:03:38,5.2090000000000005,2024,6,15,16,3,38,,0.033279,1.0
111,2024-06-15 16:03:39,5.2090000000000005,2024,6,15,16,3,39,,0.034726,1.0
111,2024-06-15 16:03:40,5.2090000000000005,2024,6,15,16,3,40,,0.036173,1.0
111,2024-06-15 16:03:41,5.2090000000000005,2024,6,15,16,3,41,,0.03762,1.0
111,2024-06-15 16:03:42,5.2090000000000005,2024,6,15,16,3,42,,0.039067,1.0
111,2024-06-15 16:03:43,5.21,2024,6,15,16,3,43,,0.040514,1.0
111,2024-06-15 16:03:44,5.2090000000000005,2024,6,15,16,3,44,,0.041961,1.0
111,2024-06-15 16:03:45,5.21,2024,6,15,16,3,45,,0.043409,1.0
111,2024-06-15 16:03:46,5.2090000000000005,2024,6,15,16,3,46,,0.044856,1.0
111,2024-06-15 16:03:47,5.21,2024,6,15,16,3,47,,0.046303,1.0
111,2024-06-15 16:03:48,5.2090000000000005,2024,6,15,16,3,48,,0.04775,1.0
111,2024-06-15 16:03:49,5.2090000000000005,2024,6,15,16,3,49,,0.049197,1.0
111,2024-06-15 16:03:50,5.2090000000000005,2024,6,15,16,3,50,,0.050644,1.0
111,2024-06-15 16:03:51,5.2090000000000005,2024,6,15,16,3,51,,0.052091,1.0
111,2024-06-15 16:03:52,5.2090000000000005,2024,6,15,16,3,52,,0.053538,1.0
111,2024-06-15 16:03:53,5.2090000000000005,2024,6,15,16,3,53,,0.054984,1.0
111,2024-06-15 16:03:54,5.2090000000000005,2024,6,15,16,3,54,,0.056431,1.0
111,2024-06-15 16:03:55,5.2090000000000005,2024,6,15,16,3,55,,0.057878,1.0
111,2024-06-15 16:03:56,5.2090000000000005,2024,6,15,16,3,56,,0.059325,1.0
111,2024-06-15 16:03:57,5.2090000000000005,2024,6,15,16,3,57,,0.060772,1.0
111,2024-06-15 16:03:58,5.2090000000000005,2024,6,15,16,3,58,,0.062219,1.0
111,2024-06-15 16:03:59,5.2090000000000005,2024,6,15,16,3,59,,0.063666,1.0
111,2024-06-15 16:04:00,5.2090000000000005,2024,6,15,16,4,0,,0.065113,1.0
111,2024-06-15 16:04:01,5.2090000000000005,2024,6,15,16,4,1,,0.06656,1.0
111,2024-06-15 16:04:02,5.2090000000000005,2024,6,15,16,4,2,,0.068007,1.0
111,2024-06-15 16:04:03,5.2090000000000005,2024,6,15,16,4,3,,0.069454,1.0
111,2024-06-15 16:04:04,5.21,2024,6,15,16,4,4,,0.070901,1.0
111,2024-06-15 16:04:05,5.2090000000000005,2024,6,15,16,4,5,,0.072348,1.0
