Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time
111,2024-06-19 11:48:11,0.007,2024,06,19,11,48,11,0 days 01:47:26
111,2024-06-19 11:48:12,5.23,2024,06,19,11,48,12,
111,2024-06-19 11:48:13,5.231000000000001,2024,06,19,11,48,13,
111,2024-06-19 11:48:14,5.231999999999999,2024,06,19,11,48,14,
111,2024-06-19 11:48:15,5.231999999999999,2024,06,19,11,48,15,
111,2024-06-19 11:48:16,5.231999999999999,2024,06,19,11,48,16,
111,2024-06-19 11:48:17,5.231999999999999,2024,06,19,11,48,17,
111,2024-06-19 11:48:18,5.231999999999999,2024,06,19,11,48,18,
111,2024-06-19 11:48:19,5.233,2024,06,19,11,48,19,
111,2024-06-19 11:48:20,5.233,2024,06,19,11,48,20,
111,2024-06-19 11:48:21,5.231999999999999,2024,06,19,11,48,21,
111,2024-06-19 11:48:22,5.233,2024,06,19,11,48,22,
111,2024-06-19 11:48:23,5.233,2024,06,19,11,48,23,
111,2024-06-19 11:48:24,5.233,2024,06,19,11,48,24,
111,2024-06-19 11:48:25,5.233,2024,06,19,11,48,25,
111,2024-06-19 11:48:26,5.233,2024,06,19,11,48,26,
111,2024-06-19 11:48:27,5.233,2024,06,19,11,48,27,
111,2024-06-19 11:48:28,5.233,2024,06,19,11,48,28,
111,2024-06-19 11:48:29,5.233,2024,06,19,11,48,29,
111,2024-06-19 11:48:30,5.233,2024,06,19,11,48,30,
111,2024-06-19 11:48:31,5.233,2024,06,19,11,48,31,
111,2024-06-19 11:48:32,5.233,2024,06,19,11,48,32,
111,2024-06-19 11:48:33,5.233,2024,06,19,11,48,33,
111,2024-06-19 11:48:34,5.233,2024,06,19,11,48,34,
111,2024-06-19 11:48:35,5.233,2024,06,19,11,48,35,
111,2024-06-19 11:48:36,5.233,2024,06,19,11,48,36,
111,2024-06-19 11:48:37,5.233,2024,06,19,11,48,37,
111,2024-06-19 11:48:38,5.233,2024,06,19,11,48,38,
111,2024-06-19 11:48:39,5.233,2024,06,19,11,48,39,
111,2024-06-19 11:48:40,5.233,2024,06,19,11,48,40,
111,2024-06-19 11:48:41,5.233,2024,06,19,11,48,41,
111,2024-06-19 11:48:42,5.233,2024,06,19,11,48,42,
111,2024-06-19 11:48:43,5.233,2024,06,19,11,48,43,
111,2024-06-19 11:48:44,5.233,2024,06,19,11,48,44,
111,2024-06-19 11:48:45,5.233,2024,06,19,11,48,45,
111,2024-06-19 11:48:46,5.233,2024,06,19,11,48,46,
111,2024-06-19 11:48:47,5.233,2024,06,19,11,48,47,
111,2024-06-19 11:48:48,5.233,2024,06,19,11,48,48,
111,2024-06-19 11:48:49,5.233,2024,06,19,11,48,49,
111,2024-06-19 11:48:50,5.233,2024,06,19,11,48,50,
111,2024-06-19 11:48:51,5.233,2024,06,19,11,48,51,
111,2024-06-19 11:48:52,5.233,2024,06,19,11,48,52,
111,2024-06-19 11:48:53,5.233,2024,06,19,11,48,53,
111,2024-06-19 11:48:54,5.233,2024,06,19,11,48,54,
111,2024-06-19 11:48:55,5.233,2024,06,19,11,48,55,
111,2024-06-19 11:48:56,5.233,2024,06,19,11,48,56,
111,2024-06-19 11:48:57,5.233,2024,06,19,11,48,57,
111,2024-06-19 11:48:58,5.231999999999999,2024,06,19,11,48,58,
111,2024-06-19 11:48:59,5.233,2024,06,19,11,48,59,
111,2024-06-19 11:49:00,5.233,2024,06,19,11,49,0,
111,2024-06-19 11:49:01,5.233,2024,06,19,11,49,1,
111,2024-06-19 11:49:02,5.233,2024,06,19,11,49,2,
111,2024-06-19 11:49:03,5.231999999999999,2024,06,19,11,49,3,
111,2024-06-19 11:49:04,5.233,2024,06,19,11,49,4,
111,2024-06-19 11:49:05,5.233,2024,06,19,11,49,5,
111,2024-06-19 11:49:06,5.231999999999999,2024,06,19,11,49,6,
111,2024-06-19 11:49:07,5.231999999999999,2024,06,19,11,49,7,
111,2024-06-19 11:49:08,5.233,2024,06,19,11,49,8,
111,2024-06-19 11:49:09,5.233,2024,06,19,11,49,9,
111,2024-06-19 11:49:10,5.233,2024,06,19,11,49,10,
111,2024-06-19 11:49:11,5.233,2024,06,19,11,49,11,
111,2024-06-19 11:49:12,5.233,2024,06,19,11,49,12,
111,2024-06-19 11:49:13,5.233,2024,06,19,11,49,13,
111,2024-06-19 11:49:14,5.233,2024,06,19,11,49,14,
111,2024-06-19 11:49:15,5.233,2024,06,19,11,49,15,
111,2024-06-19 11:49:16,5.233,2024,06,19,11,49,16,
111,2024-06-19 11:49:17,5.233,2024,06,19,11,49,17,
111,2024-06-19 11:49:18,5.233,2024,06,19,11,49,18,
