Channel_x,Timestamp,Voltage,Year_x,Month_x,Day_x,Hour_x,Minute_x,Second_x,Total_time_x,Channel_y,Current,Year_y,Month_y,Day_y,Hour_y,Minute_y,Second_y,Total_time_y,Capacity,Power,TimeDelta
101,2024-07-22 10:57:33,4.191073,2024,7,22,10,57,33,0 days 00:05:23,,,,,,,,,,,,0.0
101,2024-07-22 10:57:34,3.941786,2024,7,22,10,57,34,,111.0,0.001,2024.0,7.0,22.0,10.0,57.0,34.0,0 days 00:05:22,0.0002777777777777778,0.003941786,1.0
101,2024-07-22 10:57:35,3.932411,2024,7,22,10,57,35,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,35.0,,5.062777777777779,71.668190475,1.0
101,2024-07-22 10:57:36,3.925062,2024,7,22,10,57,36,,111.0,18.226,2024.0,7.0,22.0,10.0,57.0,36.0,,10.125555555555556,71.538180012,1.0
101,2024-07-22 10:57:37,3.918942,2024,7,22,10,57,37,,111.0,18.224,2024.0,7.0,22.0,10.0,57.0,37.0,,15.187777777777779,71.418799008,1.0
101,2024-07-22 10:57:38,3.913697,2024,7,22,10,57,38,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,38.0,,20.25027777777778,71.327127825,1.0
101,2024-07-22 10:57:39,3.909136,2024,7,22,10,57,39,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,39.0,,25.31277777777778,71.24400360000001,1.0
101,2024-07-22 10:57:40,3.905101,2024,7,22,10,57,40,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,40.0,,30.375277777777775,71.17046572500001,1.0
101,2024-07-22 10:57:41,3.901503,2024,7,22,10,57,41,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,41.0,,35.437777777777775,71.104892175,1.0
101,2024-07-22 10:57:42,3.898267,2024,7,22,10,57,42,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,42.0,,40.500277777777775,71.04591607500001,1.0
101,2024-07-22 10:57:43,3.895323,2024,7,22,10,57,43,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,43.0,,45.562777777777775,70.99226167500001,1.0
101,2024-07-22 10:57:44,3.892629,2024,7,22,10,57,44,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,44.0,,50.62527777777777,70.943163525,1.0
101,2024-07-22 10:57:45,3.890152,2024,7,22,10,57,45,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,45.0,,55.68777777777777,70.8980202,1.0
101,2024-07-22 10:57:46,3.887853,2024,7,22,10,57,46,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,46.0,,60.75027777777777,70.856120925,1.0
101,2024-07-22 10:57:47,3.885714,2024,7,22,10,57,47,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,47.0,,65.81277777777777,70.81713765,1.0
101,2024-07-22 10:57:48,3.883703,2024,7,22,10,57,48,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,48.0,,70.87527777777777,70.780487175,1.0
101,2024-07-22 10:57:49,3.881805,2024,7,22,10,57,49,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,49.0,,75.93777777777777,70.745896125,1.0
101,2024-07-22 10:57:50,3.880008,2024,7,22,10,57,50,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,50.0,,81.00027777777778,70.7131458,1.0
101,2024-07-22 10:57:51,3.878303,2024,7,22,10,57,51,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,51.0,,86.06277777777778,70.682072175,1.0
101,2024-07-22 10:57:52,3.87666,2024,7,22,10,57,52,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,52.0,,91.12527777777778,70.6521285,1.0
101,2024-07-22 10:57:53,3.875093,2024,7,22,10,57,53,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,53.0,,96.1877777777778,70.62356992500001,1.0
101,2024-07-22 10:57:54,3.873582,2024,7,22,10,57,54,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,54.0,,101.2502777777778,70.59603195,1.0
101,2024-07-22 10:57:55,3.872121,2024,7,22,10,57,55,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,55.0,,106.31277777777781,70.569405225,1.0
101,2024-07-22 10:57:56,3.870712,2024,7,22,10,57,56,,111.0,18.226,2024.0,7.0,22.0,10.0,57.0,56.0,,111.37555555555558,70.547596912,1.0
101,2024-07-22 10:57:57,3.869337,2024,7,22,10,57,57,,111.0,18.226,2024.0,7.0,22.0,10.0,57.0,57.0,,116.43833333333336,70.522536162,1.0
101,2024-07-22 10:57:58,3.867999,2024,7,22,10,57,58,,111.0,18.225,2024.0,7.0,22.0,10.0,57.0,58.0,,121.50083333333336,70.494281775,1.0
101,2024-07-22 10:57:59,3.866692,2024,7,22,10,57,59,,111.0,18.226,2024.0,7.0,22.0,10.0,57.0,59.0,,126.56361111111114,70.474328392,1.0
101,2024-07-22 10:58:00,3.865417,2024,7,22,10,58,0,,111.0,18.225,2024.0,7.0,22.0,10.0,58.0,0.0,,131.62611111111116,70.447224825,1.0
101,2024-07-22 10:58:01,3.864165,2024,7,22,10,58,1,,111.0,18.225,2024.0,7.0,22.0,10.0,58.0,1.0,,136.68861111111116,70.424407125,1.0
101,2024-07-22 10:58:02,3.862932,2024,7,22,10,58,2,,111.0,18.225,2024.0,7.0,22.0,10.0,58.0,2.0,,141.75111111111116,70.4019357,1.0
101,2024-07-22 10:58:03,3.861716,2024,7,22,10,58,3,,111.0,18.225,2024.0,7.0,22.0,10.0,58.0,3.0,,146.81361111111116,70.3797741,1.0
101,2024-07-22 10:58:04,3.860521,2024,7,22,10,58,4,,111.0,18.226,2024.0,7.0,22.0,10.0,58.0,4.0,,151.87638888888895,70.36185574599999,1.0
