Channel,Timestamp,Temperature,Year,Month,Day,Hour,Minute,Second,Total_time
102,2024-07-20 17:39:16,26.3408,2024,07,20,17,39,16,0 days 01:25:25
102,2024-07-20 17:39:17,26.3571,2024,07,20,17,39,17,
102,2024-07-20 17:39:18,26.3574,2024,07,20,17,39,18,
102,2024-07-20 17:39:19,26.3641,2024,07,20,17,39,19,
102,2024-07-20 17:39:20,26.3626,2024,07,20,17,39,20,
102,2024-07-20 17:39:21,26.3696,2024,07,20,17,39,21,
102,2024-07-20 17:39:22,26.3654,2024,07,20,17,39,22,
102,2024-07-20 17:39:23,26.3517,2024,07,20,17,39,23,
102,2024-07-20 17:39:24,26.3519,2024,07,20,17,39,24,
102,2024-07-20 17:39:25,26.3522,2024,07,20,17,39,25,
102,2024-07-20 17:39:26,26.3385,2024,07,20,17,39,26,
102,2024-07-20 17:39:27,26.3408,2024,07,20,17,39,27,
102,2024-07-20 17:39:28,26.3334,2024,07,20,17,39,28,
102,2024-07-20 17:39:29,26.3268,2024,07,20,17,39,29,
102,2024-07-20 17:39:30,26.3159,2024,07,20,17,39,30,
102,2024-07-20 17:39:31,26.3084,2024,07,20,17,39,31,
102,2024-07-20 17:39:32,26.3171,2024,07,20,17,39,32,
102,2024-07-20 17:39:33,26.3145,2024,07,20,17,39,33,
102,2024-07-20 17:39:34,26.3121,2024,07,20,17,39,34,
102,2024-07-20 17:39:35,26.3187,2024,07,20,17,39,35,
102,2024-07-20 17:39:36,26.3267,2024,07,20,17,39,36,
102,2024-07-20 17:39:37,26.3147,2024,07,20,17,39,37,
102,2024-07-20 17:39:38,26.3147,2024,07,20,17,39,38,
102,2024-07-20 17:39:39,26.3211,2024,07,20,17,39,39,
102,2024-07-20 17:39:40,26.302,2024,07,20,17,39,40,
102,2024-07-20 17:39:41,26.3006,2024,07,20,17,39,41,
102,2024-07-20 17:39:42,26.3002,2024,07,20,17,39,42,
102,2024-07-20 17:39:43,26.2782,2024,07,20,17,39,43,
102,2024-07-20 17:39:44,26.2808,2024,07,20,17,39,44,
102,2024-07-20 17:39:45,26.2863,2024,07,20,17,39,45,
102,2024-07-20 17:39:46,26.2926,2024,07,20,17,39,46,
102,2024-07-20 17:39:47,26.2869,2024,07,20,17,39,47,
102,2024-07-20 17:39:48,26.2906,2024,07,20,17,39,48,
102,2024-07-20 17:39:49,26.2959,2024,07,20,17,39,49,
102,2024-07-20 17:39:50,26.3031,2024,07,20,17,39,50,
102,2024-07-20 17:39:51,26.3045,2024,07,20,17,39,51,
102,2024-07-20 17:39:52,26.2903,2024,07,20,17,39,52,
102,2024-07-20 17:39:53,26.3012,2024,07,20,17,39,53,
102,2024-07-20 17:39:54,26.3012,2024,07,20,17,39,54,
102,2024-07-20 17:39:55,26.2937,2024,07,20,17,39,55,
102,2024-07-20 17:39:56,26.3004,2024,07,20,17,39,56,
102,2024-07-20 17:39:57,26.3046,2024,07,20,17,39,57,
102,2024-07-20 17:39:58,26.2963,2024,07,20,17,39,58,
102,2024-07-20 17:39:59,26.2935,2024,07,20,17,39,59,
102,2024-07-20 17:40:00,26.2857,2024,07,20,17,40,0,
102,2024-07-20 17:40:01,26.2813,2024,07,20,17,40,1,
102,2024-07-20 17:40:02,26.2898,2024,07,20,17,40,2,
102,2024-07-20 17:40:03,26.2876,2024,07,20,17,40,3,
102,2024-07-20 17:40:04,26.3034,2024,07,20,17,40,4,
102,2024-07-20 17:40:05,26.2944,2024,07,20,17,40,5,
102,2024-07-20 17:40:06,26.2893,2024,07,20,17,40,6,
102,2024-07-20 17:40:07,26.2908,2024,07,20,17,40,7,
102,2024-07-20 17:40:08,26.2869,2024,07,20,17,40,8,
102,2024-07-20 17:40:09,26.2827,2024,07,20,17,40,9,
102,2024-07-20 17:40:10,26.2785,2024,07,20,17,40,10,
102,2024-07-20 17:40:11,26.2817,2024,07,20,17,40,11,
102,2024-07-20 17:40:12,26.2847,2024,07,20,17,40,12,
102,2024-07-20 17:40:13,26.2809,2024,07,20,17,40,13,
102,2024-07-20 17:40:14,26.2813,2024,07,20,17,40,14,
102,2024-07-20 17:40:15,26.2768,2024,07,20,17,40,15,
102,2024-07-20 17:40:16,26.2825,2024,07,20,17,40,16,
102,2024-07-20 17:40:17,26.297,2024,07,20,17,40,17,
102,2024-07-20 17:40:18,26.2862,2024,07,20,17,40,18,
102,2024-07-20 17:40:19,26.2762,2024,07,20,17,40,19,
102,2024-07-20 17:40:20,26.2783,2024,07,20,17,40,20,
102,2024-07-20 17:40:21,26.2769,2024,07,20,17,40,21,
102,2024-07-20 17:40:22,26.2794,2024,07,20,17,40,22,
102,2024-07-20 17:40:23,26.2907,2024,07,20,17,40,23,
102,2024-07-20 17:40:24,26.2895,2024,07,20,17,40,24,
102,2024-07-20 17:40:25,26.282,2024,07,20,17,40,25,
102,2024-07-20 17:40:26,26.2756,2024,07,20,17,40,26,
102,2024-07-20 17:40:27,26.2831,2024,07,20,17,40,27,
102,2024-07-20 17:40:28,26.2703,2024,07,20,17,40,28,
102,2024-07-20 17:40:29,26.2735,2024,07,20,17,40,29,
102,2024-07-20 17:40:30,26.2849,2024,07,20,17,40,30,
102,2024-07-20 17:40:31,26.2769,2024,07,20,17,40,31,
102,2024-07-20 17:40:32,26.2802,2024,07,20,17,40,32,
102,2024-07-20 17:40:33,26.27,2024,07,20,17,40,33,
102,2024-07-20 17:40:34,26.2661,2024,07,20,17,40,34,
102,2024-07-20 17:40:35,26.263,2024,07,20,17,40,35,
102,2024-07-20 17:40:36,26.2467,2024,07,20,17,40,36,
102,2024-07-20 17:40:37,26.2588,2024,07,20,17,40,37,
102,2024-07-20 17:40:38,26.2505,2024,07,20,17,40,38,
102,2024-07-20 17:40:39,26.258,2024,07,20,17,40,39,
102,2024-07-20 17:40:40,26.2577,2024,07,20,17,40,40,
102,2024-07-20 17:40:41,26.2607,2024,07,20,17,40,41,
102,2024-07-20 17:40:42,26.2506,2024,07,20,17,40,42,
102,2024-07-20 17:40:43,26.2516,2024,07,20,17,40,43,
102,2024-07-20 17:40:44,26.2601,2024,07,20,17,40,44,
102,2024-07-20 17:40:45,26.2542,2024,07,20,17,40,45,
102,2024-07-20 17:40:46,26.2583,2024,07,20,17,40,46,
102,2024-07-20 17:40:47,26.2568,2024,07,20,17,40,47,
102,2024-07-20 17:40:48,26.2619,2024,07,20,17,40,48,
102,2024-07-20 17:40:49,26.2478,2024,07,20,17,40,49,
102,2024-07-20 17:40:50,26.2532,2024,07,20,17,40,50,
102,2024-07-20 17:40:51,26.2542,2024,07,20,17,40,51,
102,2024-07-20 17:40:52,26.2548,2024,07,20,17,40,52,
102,2024-07-20 17:40:53,26.2615,2024,07,20,17,40,53,
102,2024-07-20 17:40:54,26.2594,2024,07,20,17,40,54,
102,2024-07-20 17:40:55,26.2532,2024,07,20,17,40,55,
102,2024-07-20 17:40:56,26.2658,2024,07,20,17,40,56,
102,2024-07-20 17:40:57,26.2568,2024,07,20,17,40,57,
102,2024-07-20 17:40:58,26.2583,2024,07,20,17,40,58,
102,2024-07-20 17:40:59,26.2454,2024,07,20,17,40,59,
102,2024-07-20 17:41:00,26.2526,2024,07,20,17,41,0,
102,2024-07-20 17:41:01,26.2537,2024,07,20,17,41,1,
102,2024-07-20 17:41:02,26.2591,2024,07,20,17,41,2,
102,2024-07-20 17:41:03,26.2649,2024,07,20,17,41,3,
102,2024-07-20 17:41:04,26.2681,2024,07,20,17,41,4,
102,2024-07-20 17:41:05,26.2725,2024,07,20,17,41,5,
102,2024-07-20 17:41:06,26.271,2024,07,20,17,41,6,
102,2024-07-20 17:41:07,26.262,2024,07,20,17,41,7,
102,2024-07-20 17:41:08,26.2631,2024,07,20,17,41,8,
102,2024-07-20 17:41:09,26.2598,2024,07,20,17,41,9,
102,2024-07-20 17:41:10,26.2658,2024,07,20,17,41,10,
102,2024-07-20 17:41:11,26.2687,2024,07,20,17,41,11,
102,2024-07-20 17:41:12,26.2681,2024,07,20,17,41,12,
102,2024-07-20 17:41:13,26.2677,2024,07,20,17,41,13,
102,2024-07-20 17:41:14,26.2643,2024,07,20,17,41,14,
102,2024-07-20 17:41:15,26.2665,2024,07,20,17,41,15,
102,2024-07-20 17:41:16,26.2681,2024,07,20,17,41,16,
102,2024-07-20 17:41:17,26.274,2024,07,20,17,41,17,
102,2024-07-20 17:41:18,26.2635,2024,07,20,17,41,18,
102,2024-07-20 17:41:19,26.2652,2024,07,20,17,41,19,
102,2024-07-20 17:41:20,26.2571,2024,07,20,17,41,20,
102,2024-07-20 17:41:21,26.2645,2024,07,20,17,41,21,
102,2024-07-20 17:41:22,26.2684,2024,07,20,17,41,22,
102,2024-07-20 17:41:23,26.2708,2024,07,20,17,41,23,
102,2024-07-20 17:41:24,26.2661,2024,07,20,17,41,24,
102,2024-07-20 17:41:25,26.2541,2024,07,20,17,41,25,
102,2024-07-20 17:41:26,26.2616,2024,07,20,17,41,26,
102,2024-07-20 17:41:27,26.2574,2024,07,20,17,41,27,
102,2024-07-20 17:41:28,26.2658,2024,07,20,17,41,28,
102,2024-07-20 17:41:29,26.2551,2024,07,20,17,41,29,
102,2024-07-20 17:41:30,26.2486,2024,07,20,17,41,30,
102,2024-07-20 17:41:31,26.2489,2024,07,20,17,41,31,
102,2024-07-20 17:41:32,26.2464,2024,07,20,17,41,32,
102,2024-07-20 17:41:33,26.2453,2024,07,20,17,41,33,
102,2024-07-20 17:41:34,26.2443,2024,07,20,17,41,34,
102,2024-07-20 17:41:35,26.2445,2024,07,20,17,41,35,
102,2024-07-20 17:41:36,26.2445,2024,07,20,17,41,36,
102,2024-07-20 17:41:37,26.2408,2024,07,20,17,41,37,
102,2024-07-20 17:41:38,26.2342,2024,07,20,17,41,38,
102,2024-07-20 17:41:39,26.2357,2024,07,20,17,41,39,
102,2024-07-20 17:41:40,26.2483,2024,07,20,17,41,40,
102,2024-07-20 17:41:41,26.2378,2024,07,20,17,41,41,
102,2024-07-20 17:41:42,26.2414,2024,07,20,17,41,42,
102,2024-07-20 17:41:43,26.2546,2024,07,20,17,41,43,
102,2024-07-20 17:41:44,26.2485,2024,07,20,17,41,44,
102,2024-07-20 17:41:45,26.2544,2024,07,20,17,41,45,
102,2024-07-20 17:41:46,26.2514,2024,07,20,17,41,46,
102,2024-07-20 17:41:47,26.2514,2024,07,20,17,41,47,
102,2024-07-20 17:41:48,26.2425,2024,07,20,17,41,48,
102,2024-07-20 17:41:49,26.2479,2024,07,20,17,41,49,
102,2024-07-20 17:41:50,26.2486,2024,07,20,17,41,50,
102,2024-07-20 17:41:51,26.2457,2024,07,20,17,41,51,
102,2024-07-20 17:41:52,26.2469,2024,07,20,17,41,52,
102,2024-07-20 17:41:53,26.2424,2024,07,20,17,41,53,
102,2024-07-20 17:41:54,26.2365,2024,07,20,17,41,54,
102,2024-07-20 17:41:55,26.2395,2024,07,20,17,41,55,
102,2024-07-20 17:41:56,26.2382,2024,07,20,17,41,56,
102,2024-07-20 17:41:57,26.246,2024,07,20,17,41,57,
102,2024-07-20 17:41:58,26.2482,2024,07,20,17,41,58,
102,2024-07-20 17:41:59,26.2525,2024,07,20,17,41,59,
102,2024-07-20 17:42:00,26.2576,2024,07,20,17,42,0,
102,2024-07-20 17:42:01,26.2648,2024,07,20,17,42,1,
102,2024-07-20 17:42:02,26.2517,2024,07,20,17,42,2,
102,2024-07-20 17:42:03,26.2628,2024,07,20,17,42,3,
102,2024-07-20 17:42:04,26.2612,2024,07,20,17,42,4,
102,2024-07-20 17:42:05,26.2644,2024,07,20,17,42,5,
102,2024-07-20 17:42:06,26.252,2024,07,20,17,42,6,
102,2024-07-20 17:42:07,26.2574,2024,07,20,17,42,7,
102,2024-07-20 17:42:08,26.2543,2024,07,20,17,42,8,
102,2024-07-20 17:42:09,26.2511,2024,07,20,17,42,9,
102,2024-07-20 17:42:10,26.2587,2024,07,20,17,42,10,
