Channel,Timestamp,Temperature,Year,Month,Day,Hour,Minute,Second,Total_time
102,2024-08-19 15:35:19,24.6534,2024,08,19,15,35,19,0 days 01:23:00
102,2024-08-19 15:35:20,24.6506,2024,08,19,15,35,20,
102,2024-08-19 15:35:21,24.6504,2024,08,19,15,35,21,
102,2024-08-19 15:35:22,24.6579,2024,08,19,15,35,22,
102,2024-08-19 15:35:23,24.6414,2024,08,19,15,35,23,
102,2024-08-19 15:35:24,24.6485,2024,08,19,15,35,24,
102,2024-08-19 15:35:25,24.6357,2024,08,19,15,35,25,
102,2024-08-19 15:35:26,24.6365,2024,08,19,15,35,26,
102,2024-08-19 15:35:27,24.6273,2024,08,19,15,35,27,
102,2024-08-19 15:35:28,24.6255,2024,08,19,15,35,28,
102,2024-08-19 15:35:29,24.6233,2024,08,19,15,35,29,
102,2024-08-19 15:35:30,24.6079,2024,08,19,15,35,30,
102,2024-08-19 15:35:31,24.5962,2024,08,19,15,35,31,
102,2024-08-19 15:35:32,24.5945,2024,08,19,15,35,32,
102,2024-08-19 15:35:33,24.5847,2024,08,19,15,35,33,
102,2024-08-19 15:35:34,24.5696,2024,08,19,15,35,34,
102,2024-08-19 15:35:35,24.5654,2024,08,19,15,35,35,
102,2024-08-19 15:35:36,24.5536,2024,08,19,15,35,36,
102,2024-08-19 15:35:37,24.5479,2024,08,19,15,35,37,
102,2024-08-19 15:35:38,24.5497,2024,08,19,15,35,38,
102,2024-08-19 15:35:39,24.5439,2024,08,19,15,35,39,
102,2024-08-19 15:35:40,24.5377,2024,08,19,15,35,40,
102,2024-08-19 15:35:41,24.5324,2024,08,19,15,35,41,
102,2024-08-19 15:35:42,24.5241,2024,08,19,15,35,42,
102,2024-08-19 15:35:43,24.5142,2024,08,19,15,35,43,
102,2024-08-19 15:35:44,24.5056,2024,08,19,15,35,44,
102,2024-08-19 15:35:45,24.4841,2024,08,19,15,35,45,
102,2024-08-19 15:35:46,24.4883,2024,08,19,15,35,46,
102,2024-08-19 15:35:47,24.4785,2024,08,19,15,35,47,
102,2024-08-19 15:35:48,24.4741,2024,08,19,15,35,48,
102,2024-08-19 15:35:49,24.4652,2024,08,19,15,35,49,
102,2024-08-19 15:35:50,24.4655,2024,08,19,15,35,50,
102,2024-08-19 15:35:51,24.4555,2024,08,19,15,35,51,
102,2024-08-19 15:35:52,24.4479,2024,08,19,15,35,52,
102,2024-08-19 15:35:53,24.4468,2024,08,19,15,35,53,
102,2024-08-19 15:35:54,24.446,2024,08,19,15,35,54,
102,2024-08-19 15:35:55,24.4304,2024,08,19,15,35,55,
102,2024-08-19 15:35:56,24.4079,2024,08,19,15,35,56,
102,2024-08-19 15:35:57,24.406,2024,08,19,15,35,57,
102,2024-08-19 15:35:58,24.3948,2024,08,19,15,35,58,
102,2024-08-19 15:35:59,24.3968,2024,08,19,15,35,59,
102,2024-08-19 15:36:00,24.387,2024,08,19,15,36,0,
102,2024-08-19 15:36:01,24.3748,2024,08,19,15,36,1,
102,2024-08-19 15:36:02,24.3695,2024,08,19,15,36,2,
102,2024-08-19 15:36:03,24.3508,2024,08,19,15,36,3,
102,2024-08-19 15:36:04,24.3506,2024,08,19,15,36,4,
102,2024-08-19 15:36:05,24.3468,2024,08,19,15,36,5,
102,2024-08-19 15:36:06,24.3371,2024,08,19,15,36,6,
102,2024-08-19 15:36:07,24.3323,2024,08,19,15,36,7,
102,2024-08-19 15:36:08,24.3133,2024,08,19,15,36,8,
102,2024-08-19 15:36:09,24.312,2024,08,19,15,36,9,
102,2024-08-19 15:36:10,24.3151,2024,08,19,15,36,10,
102,2024-08-19 15:36:11,24.3205,2024,08,19,15,36,11,
102,2024-08-19 15:36:12,24.3265,2024,08,19,15,36,12,
102,2024-08-19 15:36:13,24.3264,2024,08,19,15,36,13,
102,2024-08-19 15:36:14,24.3257,2024,08,19,15,36,14,
102,2024-08-19 15:36:15,24.34,2024,08,19,15,36,15,
102,2024-08-19 15:36:16,24.3316,2024,08,19,15,36,16,
102,2024-08-19 15:36:17,24.3384,2024,08,19,15,36,17,
102,2024-08-19 15:36:18,24.3338,2024,08,19,15,36,18,
102,2024-08-19 15:36:19,24.3473,2024,08,19,15,36,19,
102,2024-08-19 15:36:20,24.3444,2024,08,19,15,36,20,
102,2024-08-19 15:36:21,24.3459,2024,08,19,15,36,21,
102,2024-08-19 15:36:22,24.3414,2024,08,19,15,36,22,
102,2024-08-19 15:36:23,24.3426,2024,08,19,15,36,23,
102,2024-08-19 15:36:24,24.35,2024,08,19,15,36,24,
102,2024-08-19 15:36:25,24.3396,2024,08,19,15,36,25,
102,2024-08-19 15:36:26,24.3391,2024,08,19,15,36,26,
102,2024-08-19 15:36:27,24.3288,2024,08,19,15,36,27,
102,2024-08-19 15:36:28,24.3136,2024,08,19,15,36,28,
102,2024-08-19 15:36:29,24.3126,2024,08,19,15,36,29,
102,2024-08-19 15:36:30,24.3034,2024,08,19,15,36,30,
