Channel,Timestamp,Temperature,Year,Month,Day,Hour,Minute,Second,Elapsed
102,2025-04-29 08:59:29,23.6782,2025,04,29,08,59,29,0 days 00:00:22
102,2025-04-29 08:59:30,23.6758,2025,04,29,08,59,30,
102,2025-04-29 08:59:31,23.6626,2025,04,29,08,59,31,
102,2025-04-29 08:59:32,23.6569,2025,04,29,08,59,32,
102,2025-04-29 08:59:33,23.636,2025,04,29,08,59,33,
102,2025-04-29 08:59:34,23.6448,2025,04,29,08,59,34,
102,2025-04-29 08:59:35,23.6531,2025,04,29,08,59,35,
102,2025-04-29 08:59:36,23.6653,2025,04,29,08,59,36,
102,2025-04-29 08:59:37,23.6911,2025,04,29,08,59,37,
102,2025-04-29 08:59:38,23.6934,2025,04,29,08,59,38,
102,2025-04-29 08:59:39,23.7044,2025,04,29,08,59,39,
102,2025-04-29 08:59:40,23.7255,2025,04,29,08,59,40,
102,2025-04-29 08:59:41,23.7552,2025,04,29,08,59,41,
102,2025-04-29 08:59:42,23.746,2025,04,29,08,59,42,
102,2025-04-29 08:59:43,23.7531,2025,04,29,08,59,43,
102,2025-04-29 08:59:44,23.7659,2025,04,29,08,59,44,
102,2025-04-29 08:59:45,23.7649,2025,04,29,08,59,45,
102,2025-04-29 08:59:46,23.7603,2025,04,29,08,59,46,
102,2025-04-29 08:59:47,23.7498,2025,04,29,08,59,47,
102,2025-04-29 08:59:48,23.7355,2025,04,29,08,59,48,
102,2025-04-29 08:59:49,23.7152,2025,04,29,08,59,49,
102,2025-04-29 08:59:50,23.7067,2025,04,29,08,59,50,
102,2025-04-29 08:59:51,23.7069,2025,04,29,08,59,51,
