Timestamp,Power
2024-06-17 16:18:05,0.008393498
2024-06-17 16:18:06,21.486885386
2024-06-17 16:18:07,21.473581600000003
2024-06-17 16:18:08,21.462923986
2024-06-17 16:18:09,21.453875953000004
2024-06-17 16:18:10,21.446010363000003
2024-06-17 16:18:11,21.44319817
2024-06-17 16:18:12,21.432873265
2024-06-17 16:18:13,21.43139752
2024-06-17 16:18:14,21.422189606000003
2024-06-17 16:18:15,21.417522342
2024-06-17 16:18:16,21.413230126000006
2024-06-17 16:18:17,21.409047299
2024-06-17 16:18:18,21.405505179000002
2024-06-17 16:18:19,21.401994313000003
2024-06-17 16:18:20,21.398691807000002
2024-06-17 16:18:21,21.395529944
2024-06-17 16:18:22,21.39664682
2024-06-17 16:18:23,21.389685446
2024-06-17 16:18:24,21.386950720999998
2024-06-17 16:18:25,21.384314967
2024-06-17 16:18:26,21.381788602
2024-06-17 16:18:27,21.379355999
2024-06-17 16:18:28,21.376923396
2024-06-17 16:18:29,21.374605391
2024-06-17 16:18:30,21.372365521000003
2024-06-17 16:18:31,21.370099606000004
2024-06-17 16:18:32,21.367943080000003
2024-06-17 16:18:33,21.365812599
2024-06-17 16:18:34,21.36783552
2024-06-17 16:18:35,21.36574631
2024-06-17 16:18:36,21.359655561
2024-06-17 16:18:37,21.357665723
2024-06-17 16:18:38,21.355675885
2024-06-17 16:18:39,21.349659576
2024-06-17 16:18:40,21.351821225000002
2024-06-17 16:18:41,21.349893895
2024-06-17 16:18:42,21.348003028
2024-06-17 16:18:43,21.3502153
2024-06-17 16:18:44,21.344294220000002
2024-06-17 16:18:45,21.342460652000003
2024-06-17 16:18:46,21.340632293000002
2024-06-17 16:18:47,21.338829979
2024-06-17 16:18:48,21.337017247000002
2024-06-17 16:18:49,21.335230560000003
2024-06-17 16:18:50,21.333433455
2024-06-17 16:18:51,21.331709276
2024-06-17 16:18:52,21.329953843000006
2024-06-17 16:18:53,21.328208828
2024-06-17 16:18:54,21.326463813000004
2024-06-17 16:18:55,21.324718798000003
2024-06-17 16:18:56,21.323020664
2024-06-17 16:18:57,21.317224151999998
2024-06-17 16:18:58,21.319619187000004
2024-06-17 16:18:59,21.317931471000005
2024-06-17 16:19:00,21.316238546
2024-06-17 16:19:01,21.318621859999997
