Channel_x,Timestamp,Voltage,Year_x,Month_x,Day_x,Hour_x,Minute_x,Second_x,Total_time_x,Channel_y,Current,Year_y,Month_y,Day_y,Hour_y,Minute_y,Second_y,Total_time_y,Power,TimeDelta,Capacity,Resistance
101,2024-06-15 13:13:37,3.497557,2024,6,15,13,13,37,0 days 02:18:20,111,0.006,2024,6,15,13,13,37,0 days 02:18:19,0.020985342,0.0,0.0,582.9261666666666
101,2024-06-15 13:13:38,3.579928,2024,6,15,13,13,38,,111,5.231999999999999,2024,6,15,13,13,38,,18.730183296,1.0,1.4533333333333331,0.6842370030581041
101,2024-06-15 13:13:39,3.584608,2024,6,15,13,13,39,,111,5.234,2024,6,15,13,13,39,,18.761838272,1.0,2.907222222222222,0.684869698127627
101,2024-06-15 13:13:40,3.588473,2024,6,15,13,13,40,,111,5.235,2024,6,15,13,13,40,,18.785656155,1.0,4.3613888888888885,0.6854771728748805
101,2024-06-15 13:13:41,3.591873,2024,6,15,13,13,41,,111,5.235,2024,6,15,13,13,41,,18.803455155,1.0,5.815555555555555,0.6861266475644698
101,2024-06-15 13:13:42,3.594963,2024,6,15,13,13,42,,111,5.236,2024,6,15,13,13,42,,18.823226268,1.0,7.27,0.6865857524828113
101,2024-06-15 13:13:43,3.597822,2024,6,15,13,13,43,,111,5.236,2024,6,15,13,13,43,,18.838195992,1.0,8.724444444444444,0.6871317799847212
101,2024-06-15 13:13:44,3.600501,2024,6,15,13,13,44,,111,5.236,2024,6,15,13,13,44,,18.852223236,1.0,10.178888888888888,0.6876434300993125
101,2024-06-15 13:13:45,3.603049,2024,6,15,13,13,45,,111,5.236,2024,6,15,13,13,45,,18.865564564,1.0,11.633333333333331,0.6881300611153552
101,2024-06-15 13:13:46,3.605477,2024,6,15,13,13,46,,111,5.236,2024,6,15,13,13,46,,18.878277572,1.0,13.087777777777776,0.6885937738731857
101,2024-06-15 13:13:47,3.607812,2024,6,15,13,13,47,,111,5.236,2024,6,15,13,13,47,,18.890503631999998,1.0,14.542222222222218,0.6890397249809015
101,2024-06-15 13:13:48,3.610065,2024,6,15,13,13,48,,111,5.236,2024,6,15,13,13,48,,18.90230034,1.0,15.996666666666663,0.6894700152788389
101,2024-06-15 13:13:49,3.61225,2024,6,15,13,13,49,,111,5.236,2024,6,15,13,13,49,,18.913740999999998,1.0,17.451111111111107,0.6898873185637892
101,2024-06-15 13:13:50,3.614369,2024,6,15,13,13,50,,111,5.236,2024,6,15,13,13,50,,18.924836084,1.0,18.90555555555555,0.6902920168067227
101,2024-06-15 13:13:51,3.616442,2024,6,15,13,13,51,,111,5.237,2024,6,15,13,13,51,,18.939306754,1.0,20.36027777777777,0.6905560435363758
101,2024-06-15 13:13:52,3.618472,2024,6,15,13,13,52,,111,5.236,2024,6,15,13,13,52,,18.946319392,1.0,21.81472222222222,0.691075630252101
101,2024-06-15 13:13:53,3.620453,2024,6,15,13,13,53,,111,5.236,2024,6,15,13,13,53,,18.956691908,1.0,23.269166666666663,0.6914539724980902
101,2024-06-15 13:13:54,3.622402,2024,6,15,13,13,54,,111,5.237,2024,6,15,13,13,54,,18.970519274,1.0,24.723888888888883,0.6916940996753866
101,2024-06-15 13:13:55,3.624308,2024,6,15,13,13,55,,111,5.236,2024,6,15,13,13,55,,18.976876688,1.0,26.17833333333333,0.6921902215431628
101,2024-06-15 13:13:56,3.626191,2024,6,15,13,13,56,,111,5.237,2024,6,15,13,13,56,,18.990362267,1.0,27.63305555555555,0.6924176054993316
101,2024-06-15 13:13:57,3.628044,2024,6,15,13,13,57,,111,5.236,2024,6,15,13,13,57,,18.996438384,1.0,29.087499999999995,0.6929037433155081
101,2024-06-15 13:13:58,3.629867,2024,6,15,13,13,58,,111,5.236,2024,6,15,13,13,58,,19.005983611999998,1.0,30.541944444444443,0.6932519098548511
101,2024-06-15 13:13:59,3.631664,2024,6,15,13,13,59,,111,5.236,2024,6,15,13,13,59,,19.015392703999996,1.0,31.996388888888887,0.6935951107715813
101,2024-06-15 13:14:00,3.633444,2024,6,15,13,14,0,,111,5.236,2024,6,15,13,14,0,,19.024712784,1.0,33.450833333333335,0.693935064935065
101,2024-06-15 13:14:01,3.635195,2024,6,15,13,14,1,,111,5.236,2024,6,15,13,14,1,,19.03388102,1.0,34.905277777777776,0.6942694805194806
101,2024-06-15 13:14:02,3.636933,2024,6,15,13,14,2,,111,5.236,2024,6,15,13,14,2,,19.042981188,1.0,36.359722222222224,0.6946014132925898
101,2024-06-15 13:14:03,3.638646,2024,6,15,13,14,3,,111,5.237,2024,6,15,13,14,3,,19.055589102,1.0,37.81444444444445,0.6947958755012411
101,2024-06-15 13:14:04,3.640342,2024,6,15,13,14,4,,111,5.237,2024,6,15,13,14,4,,19.064471054,1.0,39.26916666666666,0.695119725033416
101,2024-06-15 13:14:05,3.642022,2024,6,15,13,14,5,,111,5.237,2024,6,15,13,14,5,,19.073269214,1.0,40.72388888888889,0.6954405193813251
101,2024-06-15 13:14:06,3.643677,2024,6,15,13,14,6,,111,5.237,2024,6,15,13,14,6,,19.081936449,1.0,42.17861111111111,0.6957565400038189
101,2024-06-15 13:14:07,3.645326,2024,6,15,13,14,7,,111,5.237,2024,6,15,13,14,7,,19.090572262,1.0,43.633333333333326,0.696071414932213
101,2024-06-15 13:14:08,3.646957,2024,6,15,13,14,8,,111,5.237,2024,6,15,13,14,8,,19.099113809000002,1.0,45.08805555555555,0.6963828527783081
101,2024-06-15 13:14:09,3.648571,2024,6,15,13,14,9,,111,5.236,2024,6,15,13,14,9,,19.103917755999998,1.0,46.54249999999999,0.69682410236822
101,2024-06-15 13:14:10,3.650172,2024,6,15,13,14,10,,111,5.237,2024,6,15,13,14,10,,19.115950764,1.0,47.99722222222221,0.6969967538667176
101,2024-06-15 13:14:11,3.651756,2024,6,15,13,14,11,,111,5.237,2024,6,15,13,14,11,,19.124246172,1.0,49.45194444444443,0.6972992171090319
101,2024-06-15 13:14:12,3.653331,2024,6,15,13,14,12,,111,5.237,2024,6,15,13,14,12,,19.132494447000003,1.0,50.90666666666665,0.6975999618101967
101,2024-06-15 13:14:13,3.654885,2024,6,15,13,14,13,,111,5.236,2024,6,15,13,14,13,,19.13697786,1.0,52.36111111111109,0.6980299847211613
101,2024-06-15 13:14:14,3.656434,2024,6,15,13,14,14,,111,5.236,2024,6,15,13,14,14,,19.145088423999997,1.0,53.815555555555534,0.698325821237586
101,2024-06-15 13:14:15,3.657971,2024,6,15,13,14,15,,111,5.237,2024,6,15,13,14,15,,19.156794127,1.0,55.27027777777776,0.6984859652472789
101,2024-06-15 13:14:16,3.659488,2024,6,15,13,14,16,,111,5.237,2024,6,15,13,14,16,,19.164738656,1.0,56.72499999999998,0.6987756349054802
101,2024-06-15 13:14:17,3.660997,2024,6,15,13,14,17,,111,5.237,2024,6,15,13,14,17,,19.172641289,1.0,58.179722222222196,0.6990637769715486
101,2024-06-15 13:14:18,3.662496,2024,6,15,13,14,18,,111,5.237,2024,6,15,13,14,18,,19.180491552,1.0,59.63444444444442,0.6993500095474509
