Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity
111,2024-07-21 15:06:42,0.002,2024,07,21,15,06,42,0 days 00:05:22,1.6278888888888887
111,2024-07-21 15:06:43,18.225,2024,07,21,15,06,43,,
111,2024-07-21 15:06:44,18.225,2024,07,21,15,06,44,,
111,2024-07-21 15:06:45,18.224,2024,07,21,15,06,45,,
111,2024-07-21 15:06:46,18.225,2024,07,21,15,06,46,,
111,2024-07-21 15:06:47,18.225,2024,07,21,15,06,47,,
111,2024-07-21 15:06:48,18.224,2024,07,21,15,06,48,,
111,2024-07-21 15:06:49,18.224,2024,07,21,15,06,49,,
111,2024-07-21 15:06:50,18.224,2024,07,21,15,06,50,,
111,2024-07-21 15:06:51,18.225,2024,07,21,15,06,51,,
111,2024-07-21 15:06:52,18.225,2024,07,21,15,06,52,,
111,2024-07-21 15:06:53,18.225,2024,07,21,15,06,53,,
111,2024-07-21 15:06:54,18.224,2024,07,21,15,06,54,,
111,2024-07-21 15:06:55,18.225,2024,07,21,15,06,55,,
111,2024-07-21 15:06:56,18.225,2024,07,21,15,06,56,,
111,2024-07-21 15:06:57,18.225,2024,07,21,15,06,57,,
111,2024-07-21 15:06:58,18.224,2024,07,21,15,06,58,,
111,2024-07-21 15:06:59,18.224,2024,07,21,15,06,59,,
111,2024-07-21 15:07:00,18.225,2024,07,21,15,07,0,,
111,2024-07-21 15:07:01,18.225,2024,07,21,15,07,1,,
111,2024-07-21 15:07:02,18.225,2024,07,21,15,07,2,,
111,2024-07-21 15:07:03,18.225,2024,07,21,15,07,3,,
111,2024-07-21 15:07:04,18.225,2024,07,21,15,07,4,,
111,2024-07-21 15:07:05,18.225,2024,07,21,15,07,5,,
111,2024-07-21 15:07:06,18.224,2024,07,21,15,07,6,,
111,2024-07-21 15:07:07,18.225,2024,07,21,15,07,7,,
111,2024-07-21 15:07:08,18.225,2024,07,21,15,07,8,,
111,2024-07-21 15:07:09,18.225,2024,07,21,15,07,9,,
111,2024-07-21 15:07:10,18.225,2024,07,21,15,07,10,,
111,2024-07-21 15:07:11,18.225,2024,07,21,15,07,11,,
111,2024-07-21 15:07:12,18.225,2024,07,21,15,07,12,,
111,2024-07-21 15:07:13,18.225,2024,07,21,15,07,13,,
111,2024-07-21 15:07:14,18.225,2024,07,21,15,07,14,,
111,2024-07-21 15:07:15,18.226,2024,07,21,15,07,15,,
111,2024-07-21 15:07:16,18.225,2024,07,21,15,07,16,,
111,2024-07-21 15:07:17,18.225,2024,07,21,15,07,17,,
111,2024-07-21 15:07:18,18.226,2024,07,21,15,07,18,,
111,2024-07-21 15:07:19,18.225,2024,07,21,15,07,19,,
111,2024-07-21 15:07:20,18.225,2024,07,21,15,07,20,,
111,2024-07-21 15:07:21,18.225,2024,07,21,15,07,21,,
111,2024-07-21 15:07:22,18.226,2024,07,21,15,07,22,,
111,2024-07-21 15:07:23,18.225,2024,07,21,15,07,23,,
111,2024-07-21 15:07:24,18.226,2024,07,21,15,07,24,,
111,2024-07-21 15:07:25,18.226,2024,07,21,15,07,25,,
111,2024-07-21 15:07:26,18.226,2024,07,21,15,07,26,,
111,2024-07-21 15:07:27,18.225,2024,07,21,15,07,27,,
111,2024-07-21 15:07:28,18.226,2024,07,21,15,07,28,,
