Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,Capacity
111,2024-06-19 14:25:21,0.002,2024,06,19,14,25,21,0 days 00:17:10,2.9755555555555553
111,2024-06-19 14:25:22,10.415000000000001,2024,06,19,14,25,22,,
111,2024-06-19 14:25:23,10.415000000000001,2024,06,19,14,25,23,,
111,2024-06-19 14:25:24,10.415000000000001,2024,06,19,14,25,24,,
111,2024-06-19 14:25:25,10.415000000000001,2024,06,19,14,25,25,,
111,2024-06-19 14:25:26,10.414,2024,06,19,14,25,26,,
111,2024-06-19 14:25:27,10.415000000000001,2024,06,19,14,25,27,,
111,2024-06-19 14:25:28,10.414,2024,06,19,14,25,28,,
111,2024-06-19 14:25:29,10.415000000000001,2024,06,19,14,25,29,,
111,2024-06-19 14:25:30,10.414,2024,06,19,14,25,30,,
111,2024-06-19 14:25:31,10.414,2024,06,19,14,25,31,,
111,2024-06-19 14:25:32,10.415000000000001,2024,06,19,14,25,32,,
111,2024-06-19 14:25:33,10.415000000000001,2024,06,19,14,25,33,,
111,2024-06-19 14:25:34,10.415000000000001,2024,06,19,14,25,34,,
111,2024-06-19 14:25:35,10.415000000000001,2024,06,19,14,25,35,,
111,2024-06-19 14:25:36,10.414,2024,06,19,14,25,36,,
111,2024-06-19 14:25:37,10.415000000000001,2024,06,19,14,25,37,,
111,2024-06-19 14:25:38,10.414,2024,06,19,14,25,38,,
111,2024-06-19 14:25:39,10.415000000000001,2024,06,19,14,25,39,,
111,2024-06-19 14:25:40,10.414,2024,06,19,14,25,40,,
111,2024-06-19 14:25:41,10.415000000000001,2024,06,19,14,25,41,,
111,2024-06-19 14:25:42,10.414,2024,06,19,14,25,42,,
111,2024-06-19 14:25:43,10.414,2024,06,19,14,25,43,,
111,2024-06-19 14:25:44,10.415000000000001,2024,06,19,14,25,44,,
111,2024-06-19 14:25:45,10.415000000000001,2024,06,19,14,25,45,,
111,2024-06-19 14:25:46,10.415000000000001,2024,06,19,14,25,46,,
111,2024-06-19 14:25:47,10.414,2024,06,19,14,25,47,,
111,2024-06-19 14:25:48,10.414,2024,06,19,14,25,48,,
111,2024-06-19 14:25:49,10.415000000000001,2024,06,19,14,25,49,,
111,2024-06-19 14:25:50,10.415000000000001,2024,06,19,14,25,50,,
111,2024-06-19 14:25:51,10.414,2024,06,19,14,25,51,,
111,2024-06-19 14:25:52,10.414,2024,06,19,14,25,52,,
111,2024-06-19 14:25:53,10.415000000000001,2024,06,19,14,25,53,,
111,2024-06-19 14:25:54,10.415000000000001,2024,06,19,14,25,54,,
111,2024-06-19 14:25:55,10.415000000000001,2024,06,19,14,25,55,,
111,2024-06-19 14:25:56,10.414,2024,06,19,14,25,56,,
111,2024-06-19 14:25:57,10.414,2024,06,19,14,25,57,,
111,2024-06-19 14:25:58,10.415000000000001,2024,06,19,14,25,58,,
111,2024-06-19 14:25:59,10.415000000000001,2024,06,19,14,25,59,,
111,2024-06-19 14:26:00,10.414,2024,06,19,14,26,0,,
111,2024-06-19 14:26:01,10.415000000000001,2024,06,19,14,26,1,,
111,2024-06-19 14:26:02,10.414,2024,06,19,14,26,2,,
111,2024-06-19 14:26:03,10.415000000000001,2024,06,19,14,26,3,,
111,2024-06-19 14:26:04,10.415000000000001,2024,06,19,14,26,4,,
111,2024-06-19 14:26:05,10.414,2024,06,19,14,26,5,,
111,2024-06-19 14:26:06,10.415000000000001,2024,06,19,14,26,6,,
111,2024-06-19 14:26:07,10.415000000000001,2024,06,19,14,26,7,,
111,2024-06-19 14:26:08,10.415000000000001,2024,06,19,14,26,8,,
111,2024-06-19 14:26:09,10.415000000000001,2024,06,19,14,26,9,,
111,2024-06-19 14:26:10,10.415000000000001,2024,06,19,14,26,10,,
111,2024-06-19 14:26:11,10.415000000000001,2024,06,19,14,26,11,,
