Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-06-17 13:38:24,0.007,2024,6,17,13,38,24,0 days 02:16:32,0.0,0.0
111,2024-06-17 13:38:25,5.231999999999999,2024,6,17,13,38,25,,1.0,0.001453
111,2024-06-17 13:38:26,5.234,2024,6,17,13,38,26,,1.0,0.002907
111,2024-06-17 13:38:27,5.235,2024,6,17,13,38,27,,1.0,0.004361
111,2024-06-17 13:38:28,5.235,2024,6,17,13,38,28,,1.0,0.005816
111,2024-06-17 13:38:29,5.235,2024,6,17,13,38,29,,1.0,0.00727
111,2024-06-17 13:38:30,5.235,2024,6,17,13,38,30,,1.0,0.008724
111,2024-06-17 13:38:31,5.235,2024,6,17,13,38,31,,1.0,0.010178
111,2024-06-17 13:38:32,5.236,2024,6,17,13,38,32,,1.0,0.011632
111,2024-06-17 13:38:33,5.236,2024,6,17,13,38,33,,1.0,0.013087
111,2024-06-17 13:38:34,5.235,2024,6,17,13,38,34,,1.0,0.014541
111,2024-06-17 13:38:35,5.235,2024,6,17,13,38,35,,1.0,0.015995
111,2024-06-17 13:38:36,5.235,2024,6,17,13,38,36,,1.0,0.017449
111,2024-06-17 13:38:37,5.236,2024,6,17,13,38,37,,1.0,0.018904
111,2024-06-17 13:38:38,5.236,2024,6,17,13,38,38,,1.0,0.020358
111,2024-06-17 13:38:39,5.235,2024,6,17,13,38,39,,1.0,0.021812
111,2024-06-17 13:38:40,5.236,2024,6,17,13,38,40,,1.0,0.023267
111,2024-06-17 13:38:41,5.236,2024,6,17,13,38,41,,1.0,0.024721
111,2024-06-17 13:38:42,5.235,2024,6,17,13,38,42,,1.0,0.026176
111,2024-06-17 13:38:43,5.236,2024,6,17,13,38,43,,1.0,0.02763
111,2024-06-17 13:38:44,5.235,2024,6,17,13,38,44,,1.0,0.029084
111,2024-06-17 13:38:45,5.235,2024,6,17,13,38,45,,1.0,0.030538
111,2024-06-17 13:38:46,5.236,2024,6,17,13,38,46,,1.0,0.031993
111,2024-06-17 13:38:47,5.236,2024,6,17,13,38,47,,1.0,0.033447
111,2024-06-17 13:38:48,5.236,2024,6,17,13,38,48,,1.0,0.034902
111,2024-06-17 13:38:49,5.235,2024,6,17,13,38,49,,1.0,0.036356
111,2024-06-17 13:38:50,5.236,2024,6,17,13,38,50,,1.0,0.03781
111,2024-06-17 13:38:51,5.236,2024,6,17,13,38,51,,1.0,0.039265
111,2024-06-17 13:38:52,5.236,2024,6,17,13,38,52,,1.0,0.040719
111,2024-06-17 13:38:53,5.236,2024,6,17,13,38,53,,1.0,0.042174
111,2024-06-17 13:38:54,5.236,2024,6,17,13,38,54,,1.0,0.043628
111,2024-06-17 13:38:55,5.236,2024,6,17,13,38,55,,1.0,0.045082
111,2024-06-17 13:38:56,5.236,2024,6,17,13,38,56,,1.0,0.046537
111,2024-06-17 13:38:57,5.236,2024,6,17,13,38,57,,1.0,0.047991
111,2024-06-17 13:38:58,5.236,2024,6,17,13,38,58,,1.0,0.049446
111,2024-06-17 13:38:59,5.236,2024,6,17,13,38,59,,1.0,0.0509
111,2024-06-17 13:39:00,5.236,2024,6,17,13,39,0,,1.0,0.052355
111,2024-06-17 13:39:01,5.236,2024,6,17,13,39,1,,1.0,0.053809
111,2024-06-17 13:39:02,5.235,2024,6,17,13,39,2,,1.0,0.055263
111,2024-06-17 13:39:03,5.236,2024,6,17,13,39,3,,1.0,0.056718
111,2024-06-17 13:39:04,5.236,2024,6,17,13,39,4,,1.0,0.058172
111,2024-06-17 13:39:05,5.236,2024,6,17,13,39,5,,1.0,0.059627
111,2024-06-17 13:39:06,5.236,2024,6,17,13,39,6,,1.0,0.061081
111,2024-06-17 13:39:07,5.236,2024,6,17,13,39,7,,1.0,0.062536
111,2024-06-17 13:39:08,5.236,2024,6,17,13,39,8,,1.0,0.06399
111,2024-06-17 13:39:09,5.236,2024,6,17,13,39,9,,1.0,0.065444
111,2024-06-17 13:39:10,5.236,2024,6,17,13,39,10,,1.0,0.066899
111,2024-06-17 13:39:11,5.235,2024,6,17,13,39,11,,1.0,0.068353
111,2024-06-17 13:39:12,5.236,2024,6,17,13,39,12,,1.0,0.069807
111,2024-06-17 13:39:13,5.235,2024,6,17,13,39,13,,1.0,0.071262
111,2024-06-17 13:39:14,5.236,2024,6,17,13,39,14,,1.0,0.072716
111,2024-06-17 13:39:15,5.236,2024,6,17,13,39,15,,1.0,0.074171
111,2024-06-17 13:39:16,5.236,2024,6,17,13,39,16,,1.0,0.075625
111,2024-06-17 13:39:17,5.236,2024,6,17,13,39,17,,1.0,0.077079
111,2024-06-17 13:39:18,5.236,2024,6,17,13,39,18,,1.0,0.078534
111,2024-06-17 13:39:19,5.236,2024,6,17,13,39,19,,1.0,0.079988
