Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-06-25 15:50:06,0.007,2024,6,25,15,50,6,0 days 02:00:03,0.0,0.0
111,2024-06-25 15:50:07,5.232,2024,6,25,15,50,7,,1.0,0.001453
111,2024-06-25 15:50:08,5.234,2024,6,25,15,50,8,,1.0,0.002907
111,2024-06-25 15:50:09,5.234,2024,6,25,15,50,9,,1.0,0.004361
111,2024-06-25 15:50:10,5.235,2024,6,25,15,50,10,,1.0,0.005815
111,2024-06-25 15:50:11,5.235,2024,6,25,15,50,11,,1.0,0.007269
111,2024-06-25 15:50:12,5.236,2024,6,25,15,50,12,,1.0,0.008724
111,2024-06-25 15:50:13,5.235,2024,6,25,15,50,13,,1.0,0.010178
111,2024-06-25 15:50:14,5.235,2024,6,25,15,50,14,,1.0,0.011632
111,2024-06-25 15:50:15,5.235,2024,6,25,15,50,15,,1.0,0.013086
111,2024-06-25 15:50:16,5.236,2024,6,25,15,50,16,,1.0,0.014541
111,2024-06-25 15:50:17,5.236,2024,6,25,15,50,17,,1.0,0.015995
111,2024-06-25 15:50:18,5.236,2024,6,25,15,50,18,,1.0,0.01745
111,2024-06-25 15:50:19,5.236,2024,6,25,15,50,19,,1.0,0.018904
111,2024-06-25 15:50:20,5.236,2024,6,25,15,50,20,,1.0,0.020359
111,2024-06-25 15:50:21,5.236,2024,6,25,15,50,21,,1.0,0.021813
111,2024-06-25 15:50:22,5.236,2024,6,25,15,50,22,,1.0,0.023268
111,2024-06-25 15:50:23,5.236,2024,6,25,15,50,23,,1.0,0.024722
111,2024-06-25 15:50:24,5.236,2024,6,25,15,50,24,,1.0,0.026176
111,2024-06-25 15:50:25,5.236,2024,6,25,15,50,25,,1.0,0.027631
111,2024-06-25 15:50:26,5.236,2024,6,25,15,50,26,,1.0,0.029085
111,2024-06-25 15:50:27,5.236,2024,6,25,15,50,27,,1.0,0.03054
111,2024-06-25 15:50:28,5.236,2024,6,25,15,50,28,,1.0,0.031994
111,2024-06-25 15:50:29,5.235,2024,6,25,15,50,29,,1.0,0.033448
111,2024-06-25 15:50:30,5.236,2024,6,25,15,50,30,,1.0,0.034903
111,2024-06-25 15:50:31,5.236,2024,6,25,15,50,31,,1.0,0.036357
111,2024-06-25 15:50:32,5.236,2024,6,25,15,50,32,,1.0,0.037812
111,2024-06-25 15:50:33,5.236,2024,6,25,15,50,33,,1.0,0.039266
111,2024-06-25 15:50:34,5.236,2024,6,25,15,50,34,,1.0,0.040721
111,2024-06-25 15:50:35,5.236,2024,6,25,15,50,35,,1.0,0.042175
111,2024-06-25 15:50:36,5.236,2024,6,25,15,50,36,,1.0,0.043629
111,2024-06-25 15:50:37,5.236,2024,6,25,15,50,37,,1.0,0.045084
111,2024-06-25 15:50:38,5.236,2024,6,25,15,50,38,,1.0,0.046538
111,2024-06-25 15:50:39,5.235,2024,6,25,15,50,39,,1.0,0.047992
111,2024-06-25 15:50:40,5.236,2024,6,25,15,50,40,,1.0,0.049447
111,2024-06-25 15:50:41,5.236,2024,6,25,15,50,41,,1.0,0.050901
111,2024-06-25 15:50:42,5.237,2024,6,25,15,50,42,,1.0,0.052356
111,2024-06-25 15:50:43,5.236,2024,6,25,15,50,43,,1.0,0.053811
111,2024-06-25 15:50:44,5.236,2024,6,25,15,50,44,,1.0,0.055265
111,2024-06-25 15:50:45,5.236,2024,6,25,15,50,45,,1.0,0.056719
111,2024-06-25 15:50:46,5.236,2024,6,25,15,50,46,,1.0,0.058174
111,2024-06-25 15:50:47,5.236,2024,6,25,15,50,47,,1.0,0.059628
111,2024-06-25 15:50:48,5.235,2024,6,25,15,50,48,,1.0,0.061082
111,2024-06-25 15:50:49,5.236,2024,6,25,15,50,49,,1.0,0.062537
111,2024-06-25 15:50:50,5.236,2024,6,25,15,50,50,,1.0,0.063991
111,2024-06-25 15:50:51,5.236,2024,6,25,15,50,51,,1.0,0.065446
111,2024-06-25 15:50:52,5.236,2024,6,25,15,50,52,,1.0,0.0669
111,2024-06-25 15:50:53,5.236,2024,6,25,15,50,53,,1.0,0.068355
111,2024-06-25 15:50:54,5.236,2024,6,25,15,50,54,,1.0,0.069809
111,2024-06-25 15:50:55,5.236,2024,6,25,15,50,55,,1.0,0.071264
111,2024-06-25 15:50:56,5.236,2024,6,25,15,50,56,,1.0,0.072718
111,2024-06-25 15:50:57,5.235,2024,6,25,15,50,57,,1.0,0.074172
111,2024-06-25 15:50:58,5.236,2024,6,25,15,50,58,,1.0,0.075627
111,2024-06-25 15:50:59,5.236,2024,6,25,15,50,59,,1.0,0.077081
111,2024-06-25 15:51:00,5.236,2024,6,25,15,51,0,,1.0,0.078536
111,2024-06-25 15:51:01,5.236,2024,6,25,15,51,1,,1.0,0.07999
111,2024-06-25 15:51:02,5.236,2024,6,25,15,51,2,,1.0,0.081444
111,2024-06-25 15:51:03,5.236,2024,6,25,15,51,3,,1.0,0.082899
111,2024-06-25 15:51:04,5.236,2024,6,25,15,51,4,,1.0,0.084353
111,2024-06-25 15:51:05,5.236,2024,6,25,15,51,5,,1.0,0.085808
111,2024-06-25 15:51:06,5.236,2024,6,25,15,51,6,,1.0,0.087262
111,2024-06-25 15:51:07,5.236,2024,6,25,15,51,7,,1.0,0.088717
111,2024-06-25 15:51:08,5.236,2024,6,25,15,51,8,,1.0,0.090171
111,2024-06-25 15:51:09,5.236,2024,6,25,15,51,9,,1.0,0.091626
111,2024-06-25 15:51:10,5.236,2024,6,25,15,51,10,,1.0,0.09308
111,2024-06-25 15:51:11,5.236,2024,6,25,15,51,11,,1.0,0.094534
111,2024-06-25 15:51:12,5.236,2024,6,25,15,51,12,,1.0,0.095989
111,2024-06-25 15:51:13,5.236,2024,6,25,15,51,13,,1.0,0.097443
111,2024-06-25 15:51:14,5.236,2024,6,25,15,51,14,,1.0,0.098898
111,2024-06-25 15:51:15,5.236,2024,6,25,15,51,15,,1.0,0.100352
111,2024-06-25 15:51:16,5.236,2024,6,25,15,51,16,,1.0,0.101807
111,2024-06-25 15:51:17,5.236,2024,6,25,15,51,17,,1.0,0.103261
111,2024-06-25 15:51:18,5.236,2024,6,25,15,51,18,,1.0,0.104716
111,2024-06-25 15:51:19,5.236,2024,6,25,15,51,19,,1.0,0.10617
111,2024-06-25 15:51:20,5.236,2024,6,25,15,51,20,,1.0,0.107624
111,2024-06-25 15:51:21,5.236,2024,6,25,15,51,21,,1.0,0.109079
111,2024-06-25 15:51:22,5.236,2024,6,25,15,51,22,,1.0,0.110533
111,2024-06-25 15:51:23,5.236,2024,6,25,15,51,23,,1.0,0.111988
