Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-07-21 11:24:01,0.008,2024,7,21,11,24,1,0 days 01:28:51,0.0,0.0
111,2024-07-21 11:24:02,5.226,2024,7,21,11,24,2,,1.0,0.001452
111,2024-07-21 11:24:03,5.227,2024,7,21,11,24,3,,1.0,0.002904
111,2024-07-21 11:24:04,5.228,2024,7,21,11,24,4,,1.0,0.004356
111,2024-07-21 11:24:05,5.228,2024,7,21,11,24,5,,1.0,0.005808
111,2024-07-21 11:24:06,5.229,2024,7,21,11,24,6,,1.0,0.007261
111,2024-07-21 11:24:07,5.229,2024,7,21,11,24,7,,1.0,0.008713
111,2024-07-21 11:24:08,5.229,2024,7,21,11,24,8,,1.0,0.010166
111,2024-07-21 11:24:09,5.229,2024,7,21,11,24,9,,1.0,0.011618
111,2024-07-21 11:24:10,5.229,2024,7,21,11,24,10,,1.0,0.013071
111,2024-07-21 11:24:11,5.229,2024,7,21,11,24,11,,1.0,0.014523
111,2024-07-21 11:24:12,5.229,2024,7,21,11,24,12,,1.0,0.015976
111,2024-07-21 11:24:13,5.229,2024,7,21,11,24,13,,1.0,0.017428
111,2024-07-21 11:24:14,5.229,2024,7,21,11,24,14,,1.0,0.018881
111,2024-07-21 11:24:15,5.229,2024,7,21,11,24,15,,1.0,0.020333
111,2024-07-21 11:24:16,5.229,2024,7,21,11,24,16,,1.0,0.021786
111,2024-07-21 11:24:17,5.229,2024,7,21,11,24,17,,1.0,0.023238
111,2024-07-21 11:24:18,5.229,2024,7,21,11,24,18,,1.0,0.024691
111,2024-07-21 11:24:19,5.23,2024,7,21,11,24,19,,1.0,0.026143
111,2024-07-21 11:24:20,5.23,2024,7,21,11,24,20,,1.0,0.027596
111,2024-07-21 11:24:21,5.229,2024,7,21,11,24,21,,1.0,0.029049
111,2024-07-21 11:24:22,5.23,2024,7,21,11,24,22,,1.0,0.030501
111,2024-07-21 11:24:23,5.23,2024,7,21,11,24,23,,1.0,0.031954
111,2024-07-21 11:24:24,5.23,2024,7,21,11,24,24,,1.0,0.033407
111,2024-07-21 11:24:25,5.229,2024,7,21,11,24,25,,1.0,0.034859
111,2024-07-21 11:24:26,5.229,2024,7,21,11,24,26,,1.0,0.036312
111,2024-07-21 11:24:27,5.23,2024,7,21,11,24,27,,1.0,0.037765
111,2024-07-21 11:24:28,5.229,2024,7,21,11,24,28,,1.0,0.039217
111,2024-07-21 11:24:29,5.229,2024,7,21,11,24,29,,1.0,0.04067
111,2024-07-21 11:24:30,5.23,2024,7,21,11,24,30,,1.0,0.042123
111,2024-07-21 11:24:31,5.23,2024,7,21,11,24,31,,1.0,0.043575
111,2024-07-21 11:24:32,5.23,2024,7,21,11,24,32,,1.0,0.045028
111,2024-07-21 11:24:33,5.23,2024,7,21,11,24,33,,1.0,0.046481
111,2024-07-21 11:24:34,5.23,2024,7,21,11,24,34,,1.0,0.047934
111,2024-07-21 11:24:35,5.23,2024,7,21,11,24,35,,1.0,0.049386
111,2024-07-21 11:24:36,5.23,2024,7,21,11,24,36,,1.0,0.050839
111,2024-07-21 11:24:37,5.23,2024,7,21,11,24,37,,1.0,0.052292
111,2024-07-21 11:24:38,5.23,2024,7,21,11,24,38,,1.0,0.053745
111,2024-07-21 11:24:39,5.23,2024,7,21,11,24,39,,1.0,0.055197
111,2024-07-21 11:24:40,5.23,2024,7,21,11,24,40,,1.0,0.05665
111,2024-07-21 11:24:41,5.23,2024,7,21,11,24,41,,1.0,0.058103
111,2024-07-21 11:24:42,5.23,2024,7,21,11,24,42,,1.0,0.059556
111,2024-07-21 11:24:43,5.226,2024,7,21,11,24,43,,1.0,0.061007
111,2024-07-21 11:24:44,5.218,2024,7,21,11,24,44,,1.0,0.062457
111,2024-07-21 11:24:45,5.209,2024,7,21,11,24,45,,1.0,0.063904
111,2024-07-21 11:24:46,5.199,2024,7,21,11,24,46,,1.0,0.065348
111,2024-07-21 11:24:47,5.191,2024,7,21,11,24,47,,1.0,0.06679
111,2024-07-21 11:24:48,5.183,2024,7,21,11,24,48,,1.0,0.06823
111,2024-07-21 11:24:49,5.175,2024,7,21,11,24,49,,1.0,0.069667
111,2024-07-21 11:24:50,5.166,2024,7,21,11,24,50,,1.0,0.071102
111,2024-07-21 11:24:51,5.16,2024,7,21,11,24,51,,1.0,0.072536
111,2024-07-21 11:24:52,5.15,2024,7,21,11,24,52,,1.0,0.073966
111,2024-07-21 11:24:53,5.142,2024,7,21,11,24,53,,1.0,0.075394
111,2024-07-21 11:24:54,5.135,2024,7,21,11,24,54,,1.0,0.076821
111,2024-07-21 11:24:55,5.127,2024,7,21,11,24,55,,1.0,0.078245
111,2024-07-21 11:24:56,5.117,2024,7,21,11,24,56,,1.0,0.079666
111,2024-07-21 11:24:57,5.11,2024,7,21,11,24,57,,1.0,0.081086
111,2024-07-21 11:24:58,5.101,2024,7,21,11,24,58,,1.0,0.082503
111,2024-07-21 11:24:59,5.093,2024,7,21,11,24,59,,1.0,0.083917
111,2024-07-21 11:25:00,5.085,2024,7,21,11,25,0,,1.0,0.08533
111,2024-07-21 11:25:01,5.078,2024,7,21,11,25,1,,1.0,0.086741
111,2024-07-21 11:25:02,5.072,2024,7,21,11,25,2,,1.0,0.088149
111,2024-07-21 11:25:03,5.064,2024,7,21,11,25,3,,1.0,0.089556
111,2024-07-21 11:25:04,5.057,2024,7,21,11,25,4,,1.0,0.090961
111,2024-07-21 11:25:05,5.048,2024,7,21,11,25,5,,1.0,0.092363
111,2024-07-21 11:25:06,5.04,2024,7,21,11,25,6,,1.0,0.093763
111,2024-07-21 11:25:07,5.034,2024,7,21,11,25,7,,1.0,0.095161
111,2024-07-21 11:25:08,5.027,2024,7,21,11,25,8,,1.0,0.096558
111,2024-07-21 11:25:09,5.017,2024,7,21,11,25,9,,1.0,0.097951
111,2024-07-21 11:25:10,5.011,2024,7,21,11,25,10,,1.0,0.099343
111,2024-07-21 11:25:11,5.004,2024,7,21,11,25,11,,1.0,0.100733
111,2024-07-21 11:25:12,4.996,2024,7,21,11,25,12,,1.0,0.102121
111,2024-07-21 11:25:13,4.989,2024,7,21,11,25,13,,1.0,0.103507
111,2024-07-21 11:25:14,4.982,2024,7,21,11,25,14,,1.0,0.104891
111,2024-07-21 11:25:15,4.975,2024,7,21,11,25,15,,1.0,0.106273
111,2024-07-21 11:25:16,4.968,2024,7,21,11,25,16,,1.0,0.107653
111,2024-07-21 11:25:17,4.96,2024,7,21,11,25,17,,1.0,0.109031
111,2024-07-21 11:25:18,4.954,2024,7,21,11,25,18,,1.0,0.110407
111,2024-07-21 11:25:19,4.946,2024,7,21,11,25,19,,1.0,0.111781
111,2024-07-21 11:25:20,4.939,2024,7,21,11,25,20,,1.0,0.113153
111,2024-07-21 11:25:21,4.931,2024,7,21,11,25,21,,1.0,0.114522
111,2024-07-21 11:25:22,4.926,2024,7,21,11,25,22,,1.0,0.115891
111,2024-07-21 11:25:23,4.918,2024,7,21,11,25,23,,1.0,0.117257
111,2024-07-21 11:25:24,4.911,2024,7,21,11,25,24,,1.0,0.118621
111,2024-07-21 11:25:25,4.905,2024,7,21,11,25,25,,1.0,0.119983
111,2024-07-21 11:25:26,4.898,2024,7,21,11,25,26,,1.0,0.121344
111,2024-07-21 11:25:27,4.893,2024,7,21,11,25,27,,1.0,0.122703
111,2024-07-21 11:25:28,4.885,2024,7,21,11,25,28,,1.0,0.12406
111,2024-07-21 11:25:29,4.879,2024,7,21,11,25,29,,1.0,0.125415
111,2024-07-21 11:25:30,4.874,2024,7,21,11,25,30,,1.0,0.126769
111,2024-07-21 11:25:31,4.867,2024,7,21,11,25,31,,1.0,0.128121
111,2024-07-21 11:25:32,4.862,2024,7,21,11,25,32,,1.0,0.129472
111,2024-07-21 11:25:33,4.855,2024,7,21,11,25,33,,1.0,0.13082
111,2024-07-21 11:25:34,4.848,2024,7,21,11,25,34,,1.0,0.132167
111,2024-07-21 11:25:35,4.844,2024,7,21,11,25,35,,1.0,0.133513
111,2024-07-21 11:25:36,4.839,2024,7,21,11,25,36,,1.0,0.134857
111,2024-07-21 11:25:37,4.832,2024,7,21,11,25,37,,1.0,0.136199
111,2024-07-21 11:25:38,4.825,2024,7,21,11,25,38,,1.0,0.137539
111,2024-07-21 11:25:39,4.821,2024,7,21,11,25,39,,1.0,0.138878
111,2024-07-21 11:25:40,4.814,2024,7,21,11,25,40,,1.0,0.140216
111,2024-07-21 11:25:41,4.809,2024,7,21,11,25,41,,1.0,0.141551
111,2024-07-21 11:25:42,4.803,2024,7,21,11,25,42,,1.0,0.142886
111,2024-07-21 11:25:43,4.799,2024,7,21,11,25,43,,1.0,0.144219
111,2024-07-21 11:25:44,4.794,2024,7,21,11,25,44,,1.0,0.14555
111,2024-07-21 11:25:45,4.786,2024,7,21,11,25,45,,1.0,0.14688
111,2024-07-21 11:25:46,4.781,2024,7,21,11,25,46,,1.0,0.148208
111,2024-07-21 11:25:47,4.776,2024,7,21,11,25,47,,1.0,0.149534
111,2024-07-21 11:25:48,4.772,2024,7,21,11,25,48,,1.0,0.15086
111,2024-07-21 11:25:49,4.765,2024,7,21,11,25,49,,1.0,0.152184
111,2024-07-21 11:25:50,4.76,2024,7,21,11,25,50,,1.0,0.153506
111,2024-07-21 11:25:51,4.756,2024,7,21,11,25,51,,1.0,0.154827
