Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-06-18 14:04:50,0.007,2024,6,18,14,4,50,0 days 01:54:55,0.0,0.0
111,2024-06-18 14:04:51,5.23,2024,6,18,14,4,51,,1.0,0.001453
111,2024-06-18 14:04:52,5.231999999999999,2024,6,18,14,4,52,,1.0,0.002906
111,2024-06-18 14:04:53,5.233,2024,6,18,14,4,53,,1.0,0.00436
111,2024-06-18 14:04:54,5.233,2024,6,18,14,4,54,,1.0,0.005813
111,2024-06-18 14:04:55,5.233,2024,6,18,14,4,55,,1.0,0.007267
111,2024-06-18 14:04:56,5.233,2024,6,18,14,4,56,,1.0,0.008721
111,2024-06-18 14:04:57,5.233,2024,6,18,14,4,57,,1.0,0.010174
111,2024-06-18 14:04:58,5.234,2024,6,18,14,4,58,,1.0,0.011628
111,2024-06-18 14:04:59,5.234,2024,6,18,14,4,59,,1.0,0.013082
111,2024-06-18 14:05:00,5.234,2024,6,18,14,5,0,,1.0,0.014536
111,2024-06-18 14:05:01,5.234,2024,6,18,14,5,1,,1.0,0.01599
111,2024-06-18 14:05:02,5.233,2024,6,18,14,5,2,,1.0,0.017443
111,2024-06-18 14:05:03,5.234,2024,6,18,14,5,3,,1.0,0.018897
111,2024-06-18 14:05:04,5.234,2024,6,18,14,5,4,,1.0,0.020351
111,2024-06-18 14:05:05,5.234,2024,6,18,14,5,5,,1.0,0.021805
111,2024-06-18 14:05:06,5.234,2024,6,18,14,5,6,,1.0,0.023259
111,2024-06-18 14:05:07,5.234,2024,6,18,14,5,7,,1.0,0.024713
111,2024-06-18 14:05:08,5.234,2024,6,18,14,5,8,,1.0,0.026167
111,2024-06-18 14:05:09,5.234,2024,6,18,14,5,9,,1.0,0.027621
111,2024-06-18 14:05:10,5.234,2024,6,18,14,5,10,,1.0,0.029074
111,2024-06-18 14:05:11,5.233,2024,6,18,14,5,11,,1.0,0.030528
111,2024-06-18 14:05:12,5.234,2024,6,18,14,5,12,,1.0,0.031982
111,2024-06-18 14:05:13,5.234,2024,6,18,14,5,13,,1.0,0.033436
111,2024-06-18 14:05:14,5.234,2024,6,18,14,5,14,,1.0,0.03489
111,2024-06-18 14:05:15,5.234,2024,6,18,14,5,15,,1.0,0.036344
111,2024-06-18 14:05:16,5.234,2024,6,18,14,5,16,,1.0,0.037797
111,2024-06-18 14:05:17,5.234,2024,6,18,14,5,17,,1.0,0.039251
111,2024-06-18 14:05:18,5.234,2024,6,18,14,5,18,,1.0,0.040705
111,2024-06-18 14:05:19,5.234,2024,6,18,14,5,19,,1.0,0.042159
111,2024-06-18 14:05:20,5.234,2024,6,18,14,5,20,,1.0,0.043613
111,2024-06-18 14:05:21,5.234,2024,6,18,14,5,21,,1.0,0.045067
111,2024-06-18 14:05:22,5.234,2024,6,18,14,5,22,,1.0,0.046521
111,2024-06-18 14:05:23,5.233,2024,6,18,14,5,23,,1.0,0.047974
111,2024-06-18 14:05:24,5.234,2024,6,18,14,5,24,,1.0,0.049428
111,2024-06-18 14:05:25,5.234,2024,6,18,14,5,25,,1.0,0.050882
111,2024-06-18 14:05:26,5.234,2024,6,18,14,5,26,,1.0,0.052336
111,2024-06-18 14:05:27,5.234,2024,6,18,14,5,27,,1.0,0.05379
111,2024-06-18 14:05:28,5.234,2024,6,18,14,5,28,,1.0,0.055244
111,2024-06-18 14:05:29,5.234,2024,6,18,14,5,29,,1.0,0.056698
111,2024-06-18 14:05:30,5.234,2024,6,18,14,5,30,,1.0,0.058152
111,2024-06-18 14:05:31,5.234,2024,6,18,14,5,31,,1.0,0.059606
111,2024-06-18 14:05:32,5.234,2024,6,18,14,5,32,,1.0,0.061059
111,2024-06-18 14:05:33,5.233,2024,6,18,14,5,33,,1.0,0.062513
111,2024-06-18 14:05:34,5.234,2024,6,18,14,5,34,,1.0,0.063967
111,2024-06-18 14:05:35,5.234,2024,6,18,14,5,35,,1.0,0.065421
111,2024-06-18 14:05:36,5.234,2024,6,18,14,5,36,,1.0,0.066875
111,2024-06-18 14:05:37,5.234,2024,6,18,14,5,37,,1.0,0.068329
111,2024-06-18 14:05:38,5.234,2024,6,18,14,5,38,,1.0,0.069783
111,2024-06-18 14:05:39,5.234,2024,6,18,14,5,39,,1.0,0.071236
