Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-06-15 18:30:14,0.007,2024,6,15,18,30,14,0 days 02:18:45,0.0,0.0
111,2024-06-15 18:30:15,5.229,2024,6,15,18,30,15,,1.0,0.001452
111,2024-06-15 18:30:16,5.231000000000001,2024,6,15,18,30,16,,1.0,0.002906
111,2024-06-15 18:30:17,5.231000000000001,2024,6,15,18,30,17,,1.0,0.004359
111,2024-06-15 18:30:18,5.231999999999999,2024,6,15,18,30,18,,1.0,0.005812
111,2024-06-15 18:30:19,5.231000000000001,2024,6,15,18,30,19,,1.0,0.007265
111,2024-06-15 18:30:20,5.231999999999999,2024,6,15,18,30,20,,1.0,0.008718
111,2024-06-15 18:30:21,5.231999999999999,2024,6,15,18,30,21,,1.0,0.010172
111,2024-06-15 18:30:22,5.231999999999999,2024,6,15,18,30,22,,1.0,0.011625
111,2024-06-15 18:30:23,5.231999999999999,2024,6,15,18,30,23,,1.0,0.013078
111,2024-06-15 18:30:24,5.231999999999999,2024,6,15,18,30,24,,1.0,0.014532
111,2024-06-15 18:30:25,5.231999999999999,2024,6,15,18,30,25,,1.0,0.015985
111,2024-06-15 18:30:26,5.231999999999999,2024,6,15,18,30,26,,1.0,0.017438
111,2024-06-15 18:30:27,5.231999999999999,2024,6,15,18,30,27,,1.0,0.018892
111,2024-06-15 18:30:28,5.231999999999999,2024,6,15,18,30,28,,1.0,0.020345
111,2024-06-15 18:30:29,5.231999999999999,2024,6,15,18,30,29,,1.0,0.021798
111,2024-06-15 18:30:30,5.231999999999999,2024,6,15,18,30,30,,1.0,0.023252
111,2024-06-15 18:30:31,5.233,2024,6,15,18,30,31,,1.0,0.024705
111,2024-06-15 18:30:32,5.231999999999999,2024,6,15,18,30,32,,1.0,0.026159
111,2024-06-15 18:30:33,5.233,2024,6,15,18,30,33,,1.0,0.027612
111,2024-06-15 18:30:34,5.233,2024,6,15,18,30,34,,1.0,0.029066
111,2024-06-15 18:30:35,5.233,2024,6,15,18,30,35,,1.0,0.030519
111,2024-06-15 18:30:36,5.231999999999999,2024,6,15,18,30,36,,1.0,0.031973
111,2024-06-15 18:30:37,5.233,2024,6,15,18,30,37,,1.0,0.033426
111,2024-06-15 18:30:38,5.233,2024,6,15,18,30,38,,1.0,0.03488
111,2024-06-15 18:30:39,5.233,2024,6,15,18,30,39,,1.0,0.036334
111,2024-06-15 18:30:40,5.233,2024,6,15,18,30,40,,1.0,0.037787
111,2024-06-15 18:30:41,5.233,2024,6,15,18,30,41,,1.0,0.039241
111,2024-06-15 18:30:42,5.231999999999999,2024,6,15,18,30,42,,1.0,0.040694
111,2024-06-15 18:30:43,5.233,2024,6,15,18,30,43,,1.0,0.042148
111,2024-06-15 18:30:44,5.233,2024,6,15,18,30,44,,1.0,0.043601
111,2024-06-15 18:30:45,5.233,2024,6,15,18,30,45,,1.0,0.045055
111,2024-06-15 18:30:46,5.233,2024,6,15,18,30,46,,1.0,0.046509
111,2024-06-15 18:30:47,5.233,2024,6,15,18,30,47,,1.0,0.047962
111,2024-06-15 18:30:48,5.233,2024,6,15,18,30,48,,1.0,0.049416
111,2024-06-15 18:30:49,5.231999999999999,2024,6,15,18,30,49,,1.0,0.050869
111,2024-06-15 18:30:50,5.231999999999999,2024,6,15,18,30,50,,1.0,0.052323
111,2024-06-15 18:30:51,5.233,2024,6,15,18,30,51,,1.0,0.053776
111,2024-06-15 18:30:52,5.231999999999999,2024,6,15,18,30,52,,1.0,0.055229
111,2024-06-15 18:30:53,5.233,2024,6,15,18,30,53,,1.0,0.056683
111,2024-06-15 18:30:54,5.233,2024,6,15,18,30,54,,1.0,0.058137
111,2024-06-15 18:30:55,5.233,2024,6,15,18,30,55,,1.0,0.05959
111,2024-06-15 18:30:56,5.231999999999999,2024,6,15,18,30,56,,1.0,0.061044
111,2024-06-15 18:30:57,5.233,2024,6,15,18,30,57,,1.0,0.062497
111,2024-06-15 18:30:58,5.231999999999999,2024,6,15,18,30,58,,1.0,0.063951
111,2024-06-15 18:30:59,5.233,2024,6,15,18,30,59,,1.0,0.065404
111,2024-06-15 18:31:00,5.233,2024,6,15,18,31,0,,1.0,0.066858
111,2024-06-15 18:31:01,5.231999999999999,2024,6,15,18,31,1,,1.0,0.068311
111,2024-06-15 18:31:02,5.233,2024,6,15,18,31,2,,1.0,0.069765
111,2024-06-15 18:31:03,5.233,2024,6,15,18,31,3,,1.0,0.071218
111,2024-06-15 18:31:04,5.231999999999999,2024,6,15,18,31,4,,1.0,0.072672
111,2024-06-15 18:31:05,5.231999999999999,2024,6,15,18,31,5,,1.0,0.074125
111,2024-06-15 18:31:06,5.233,2024,6,15,18,31,6,,1.0,0.075579
111,2024-06-15 18:31:07,5.233,2024,6,15,18,31,7,,1.0,0.077032
111,2024-06-15 18:31:08,5.233,2024,6,15,18,31,8,,1.0,0.078486
111,2024-06-15 18:31:09,5.233,2024,6,15,18,31,9,,1.0,0.079939
111,2024-06-15 18:31:10,5.233,2024,6,15,18,31,10,,1.0,0.081393
111,2024-06-15 18:31:11,5.231999999999999,2024,6,15,18,31,11,,1.0,0.082846
111,2024-06-15 18:31:12,5.233,2024,6,15,18,31,12,,1.0,0.0843
111,2024-06-15 18:31:13,5.233,2024,6,15,18,31,13,,1.0,0.085754
111,2024-06-15 18:31:14,5.233,2024,6,15,18,31,14,,1.0,0.087207
111,2024-06-15 18:31:15,5.231999999999999,2024,6,15,18,31,15,,1.0,0.088661
111,2024-06-15 18:31:16,5.231999999999999,2024,6,15,18,31,16,,1.0,0.090114
111,2024-06-15 18:31:17,5.233,2024,6,15,18,31,17,,1.0,0.091568
111,2024-06-15 18:31:18,5.231999999999999,2024,6,15,18,31,18,,1.0,0.093021
111,2024-06-15 18:31:19,5.233,2024,6,15,18,31,19,,1.0,0.094474
111,2024-06-15 18:31:20,5.233,2024,6,15,18,31,20,,1.0,0.095928
111,2024-06-15 18:31:21,5.231999999999999,2024,6,15,18,31,21,,1.0,0.097381
111,2024-06-15 18:31:22,5.233,2024,6,15,18,31,22,,1.0,0.098835
111,2024-06-15 18:31:23,5.234,2024,6,15,18,31,23,,1.0,0.100289
111,2024-06-15 18:31:24,5.231999999999999,2024,6,15,18,31,24,,1.0,0.101742
111,2024-06-15 18:31:25,5.233,2024,6,15,18,31,25,,1.0,0.103196
111,2024-06-15 18:31:26,5.233,2024,6,15,18,31,26,,1.0,0.104649
