Channel,Timestamp,Current,Year,Month,Day,Hour,Minute,Second,Total_time,TimeDelta,Capacity
111,2024-06-17 18:25:26,0.008,2024,6,17,18,25,26,0 days 02:21:38,0.0,0.0
111,2024-06-17 18:25:27,5.225,2024,6,17,18,25,27,,1.0,0.001451
111,2024-06-17 18:25:28,5.226,2024,6,17,18,25,28,,1.0,0.002903
111,2024-06-17 18:25:29,5.226,2024,6,17,18,25,29,,1.0,0.004355
111,2024-06-17 18:25:30,5.227,2024,6,17,18,25,30,,1.0,0.005807
111,2024-06-17 18:25:31,5.227,2024,6,17,18,25,31,,1.0,0.007259
111,2024-06-17 18:25:32,5.227,2024,6,17,18,25,32,,1.0,0.008711
111,2024-06-17 18:25:33,5.228,2024,6,17,18,25,33,,1.0,0.010163
111,2024-06-17 18:25:34,5.227,2024,6,17,18,25,34,,1.0,0.011615
111,2024-06-17 18:25:35,5.228,2024,6,17,18,25,35,,1.0,0.013067
111,2024-06-17 18:25:36,5.228,2024,6,17,18,25,36,,1.0,0.014519
111,2024-06-17 18:25:37,5.227,2024,6,17,18,25,37,,1.0,0.015971
111,2024-06-17 18:25:38,5.228,2024,6,17,18,25,38,,1.0,0.017423
111,2024-06-17 18:25:39,5.227,2024,6,17,18,25,39,,1.0,0.018875
111,2024-06-17 18:25:40,5.228,2024,6,17,18,25,40,,1.0,0.020328
111,2024-06-17 18:25:41,5.227,2024,6,17,18,25,41,,1.0,0.021779
111,2024-06-17 18:25:42,5.228,2024,6,17,18,25,42,,1.0,0.023232
111,2024-06-17 18:25:43,5.228,2024,6,17,18,25,43,,1.0,0.024684
111,2024-06-17 18:25:44,5.228,2024,6,17,18,25,44,,1.0,0.026136
111,2024-06-17 18:25:45,5.228,2024,6,17,18,25,45,,1.0,0.027588
111,2024-06-17 18:25:46,5.228,2024,6,17,18,25,46,,1.0,0.029041
111,2024-06-17 18:25:47,5.228,2024,6,17,18,25,47,,1.0,0.030493
111,2024-06-17 18:25:48,5.228,2024,6,17,18,25,48,,1.0,0.031945
111,2024-06-17 18:25:49,5.228,2024,6,17,18,25,49,,1.0,0.033397
111,2024-06-17 18:25:50,5.227,2024,6,17,18,25,50,,1.0,0.034849
111,2024-06-17 18:25:51,5.228,2024,6,17,18,25,51,,1.0,0.036301
111,2024-06-17 18:25:52,5.228,2024,6,17,18,25,52,,1.0,0.037754
111,2024-06-17 18:25:53,5.228,2024,6,17,18,25,53,,1.0,0.039206
111,2024-06-17 18:25:54,5.228,2024,6,17,18,25,54,,1.0,0.040658
111,2024-06-17 18:25:55,5.228,2024,6,17,18,25,55,,1.0,0.04211
111,2024-06-17 18:25:56,5.228,2024,6,17,18,25,56,,1.0,0.043563
111,2024-06-17 18:25:57,5.228,2024,6,17,18,25,57,,1.0,0.045015
111,2024-06-17 18:25:58,5.228,2024,6,17,18,25,58,,1.0,0.046467
111,2024-06-17 18:25:59,5.228,2024,6,17,18,25,59,,1.0,0.047919
111,2024-06-17 18:26:00,5.228,2024,6,17,18,26,0,,1.0,0.049371
111,2024-06-17 18:26:01,5.228,2024,6,17,18,26,1,,1.0,0.050824
111,2024-06-17 18:26:02,5.228,2024,6,17,18,26,2,,1.0,0.052276
111,2024-06-17 18:26:03,5.228,2024,6,17,18,26,3,,1.0,0.053728
111,2024-06-17 18:26:04,5.228,2024,6,17,18,26,4,,1.0,0.05518
111,2024-06-17 18:26:05,5.228,2024,6,17,18,26,5,,1.0,0.056633
111,2024-06-17 18:26:06,5.228,2024,6,17,18,26,6,,1.0,0.058085
111,2024-06-17 18:26:07,5.228,2024,6,17,18,26,7,,1.0,0.059537
111,2024-06-17 18:26:08,5.227,2024,6,17,18,26,8,,1.0,0.060989
111,2024-06-17 18:26:09,5.228,2024,6,17,18,26,9,,1.0,0.062441
111,2024-06-17 18:26:10,5.228,2024,6,17,18,26,10,,1.0,0.063893
111,2024-06-17 18:26:11,5.228,2024,6,17,18,26,11,,1.0,0.065346
111,2024-06-17 18:26:12,5.227,2024,6,17,18,26,12,,1.0,0.066798
111,2024-06-17 18:26:13,5.228,2024,6,17,18,26,13,,1.0,0.06825
111,2024-06-17 18:26:14,5.228,2024,6,17,18,26,14,,1.0,0.069702
111,2024-06-17 18:26:15,5.228,2024,6,17,18,26,15,,1.0,0.071154
111,2024-06-17 18:26:16,5.228,2024,6,17,18,26,16,,1.0,0.072606
111,2024-06-17 18:26:17,5.228,2024,6,17,18,26,17,,1.0,0.074059
111,2024-06-17 18:26:18,5.227,2024,6,17,18,26,18,,1.0,0.075511
111,2024-06-17 18:26:19,5.228,2024,6,17,18,26,19,,1.0,0.076963
111,2024-06-17 18:26:20,5.227,2024,6,17,18,26,20,,1.0,0.078415
111,2024-06-17 18:26:21,5.227,2024,6,17,18,26,21,,1.0,0.079867
111,2024-06-17 18:26:22,5.228,2024,6,17,18,26,22,,1.0,0.081319
111,2024-06-17 18:26:23,5.227,2024,6,17,18,26,23,,1.0,0.082771
111,2024-06-17 18:26:24,5.228,2024,6,17,18,26,24,,1.0,0.084223
111,2024-06-17 18:26:25,5.228,2024,6,17,18,26,25,,1.0,0.085675
111,2024-06-17 18:26:26,5.228,2024,6,17,18,26,26,,1.0,0.087128
111,2024-06-17 18:26:27,5.228,2024,6,17,18,26,27,,1.0,0.08858
111,2024-06-17 18:26:28,5.228,2024,6,17,18,26,28,,1.0,0.090032
111,2024-06-17 18:26:29,5.228,2024,6,17,18,26,29,,1.0,0.091484
111,2024-06-17 18:26:30,5.228,2024,6,17,18,26,30,,1.0,0.092936
111,2024-06-17 18:26:31,5.228,2024,6,17,18,26,31,,1.0,0.094389
111,2024-06-17 18:26:32,5.228,2024,6,17,18,26,32,,1.0,0.095841
111,2024-06-17 18:26:33,5.228,2024,6,17,18,26,33,,1.0,0.097293
111,2024-06-17 18:26:34,5.228,2024,6,17,18,26,34,,1.0,0.098745
111,2024-06-17 18:26:35,5.228,2024,6,17,18,26,35,,1.0,0.100198
111,2024-06-17 18:26:36,5.228,2024,6,17,18,26,36,,1.0,0.10165
111,2024-06-17 18:26:37,5.228,2024,6,17,18,26,37,,1.0,0.103102
111,2024-06-17 18:26:38,5.228,2024,6,17,18,26,38,,1.0,0.104554
111,2024-06-17 18:26:39,5.228,2024,6,17,18,26,39,,1.0,0.106006
111,2024-06-17 18:26:40,5.228,2024,6,17,18,26,40,,1.0,0.107459
111,2024-06-17 18:26:41,5.228,2024,6,17,18,26,41,,1.0,0.108911
111,2024-06-17 18:26:42,5.227,2024,6,17,18,26,42,,1.0,0.110363
111,2024-06-17 18:26:43,5.228,2024,6,17,18,26,43,,1.0,0.111815
111,2024-06-17 18:26:44,5.228,2024,6,17,18,26,44,,1.0,0.113267
111,2024-06-17 18:26:45,5.228,2024,6,17,18,26,45,,1.0,0.114719
111,2024-06-17 18:26:46,5.228,2024,6,17,18,26,46,,1.0,0.116172
111,2024-06-17 18:26:47,5.229,2024,6,17,18,26,47,,1.0,0.117624
111,2024-06-17 18:26:48,5.228,2024,6,17,18,26,48,,1.0,0.119076
111,2024-06-17 18:26:49,5.228,2024,6,17,18,26,49,,1.0,0.120529
111,2024-06-17 18:26:50,5.228,2024,6,17,18,26,50,,1.0,0.121981
111,2024-06-17 18:26:51,5.228,2024,6,17,18,26,51,,1.0,0.123433
111,2024-06-17 18:26:52,5.228,2024,6,17,18,26,52,,1.0,0.124885
111,2024-06-17 18:26:53,5.228,2024,6,17,18,26,53,,1.0,0.126338
111,2024-06-17 18:26:54,5.228,2024,6,17,18,26,54,,1.0,0.12779
111,2024-06-17 18:26:55,5.228,2024,6,17,18,26,55,,1.0,0.129242
111,2024-06-17 18:26:56,5.227,2024,6,17,18,26,56,,1.0,0.130694
111,2024-06-17 18:26:57,5.228,2024,6,17,18,26,57,,1.0,0.132146
111,2024-06-17 18:26:58,5.228,2024,6,17,18,26,58,,1.0,0.133598
111,2024-06-17 18:26:59,5.228,2024,6,17,18,26,59,,1.0,0.135051
111,2024-06-17 18:27:00,5.228,2024,6,17,18,27,0,,1.0,0.136503
111,2024-06-17 18:27:01,5.227,2024,6,17,18,27,1,,1.0,0.137955
111,2024-06-17 18:27:02,5.228,2024,6,17,18,27,2,,1.0,0.139407
111,2024-06-17 18:27:03,5.228,2024,6,17,18,27,3,,1.0,0.140859
111,2024-06-17 18:27:04,5.228,2024,6,17,18,27,4,,1.0,0.142311
111,2024-06-17 18:27:05,5.228,2024,6,17,18,27,5,,1.0,0.143764
111,2024-06-17 18:27:06,5.228,2024,6,17,18,27,6,,1.0,0.145216
111,2024-06-17 18:27:07,5.228,2024,6,17,18,27,7,,1.0,0.146668
