Channel,Timestamp,Temperature,Year,Month,Day,Hour,Minute,Second,Total_time
102,2024-08-21 09:49:14,23.7933,2024,08,21,09,49,14,0 days 00:46:59
102,2024-08-21 09:49:15,23.8023,2024,08,21,09,49,15,
102,2024-08-21 09:49:16,23.8044,2024,08,21,09,49,16,
102,2024-08-21 09:49:17,23.805,2024,08,21,09,49,17,
102,2024-08-21 09:49:18,23.8058,2024,08,21,09,49,18,
102,2024-08-21 09:49:19,23.8029,2024,08,21,09,49,19,
102,2024-08-21 09:49:20,23.8051,2024,08,21,09,49,20,
102,2024-08-21 09:49:21,23.8028,2024,08,21,09,49,21,
102,2024-08-21 09:49:22,23.7967,2024,08,21,09,49,22,
102,2024-08-21 09:49:23,23.8074,2024,08,21,09,49,23,
102,2024-08-21 09:49:24,23.8101,2024,08,21,09,49,24,
102,2024-08-21 09:49:25,23.8103,2024,08,21,09,49,25,
102,2024-08-21 09:49:26,23.8116,2024,08,21,09,49,26,
102,2024-08-21 09:49:27,23.8162,2024,08,21,09,49,27,
102,2024-08-21 09:49:28,23.817,2024,08,21,09,49,28,
102,2024-08-21 09:49:29,23.8202,2024,08,21,09,49,29,
102,2024-08-21 09:49:30,23.8269,2024,08,21,09,49,30,
102,2024-08-21 09:49:31,23.8324,2024,08,21,09,49,31,
102,2024-08-21 09:49:32,23.8307,2024,08,21,09,49,32,
102,2024-08-21 09:49:33,23.8269,2024,08,21,09,49,33,
102,2024-08-21 09:49:34,23.8295,2024,08,21,09,49,34,
102,2024-08-21 09:49:35,23.8388,2024,08,21,09,49,35,
102,2024-08-21 09:49:36,23.8453,2024,08,21,09,49,36,
102,2024-08-21 09:49:37,23.8359,2024,08,21,09,49,37,
102,2024-08-21 09:49:38,23.8505,2024,08,21,09,49,38,
102,2024-08-21 09:49:39,23.852,2024,08,21,09,49,39,
102,2024-08-21 09:49:40,23.8659,2024,08,21,09,49,40,
102,2024-08-21 09:49:41,23.8632,2024,08,21,09,49,41,
102,2024-08-21 09:49:42,23.8635,2024,08,21,09,49,42,
102,2024-08-21 09:49:43,23.8739,2024,08,21,09,49,43,
102,2024-08-21 09:49:44,23.8773,2024,08,21,09,49,44,
102,2024-08-21 09:49:45,23.8768,2024,08,21,09,49,45,
102,2024-08-21 09:49:46,23.8811,2024,08,21,09,49,46,
102,2024-08-21 09:49:47,23.8805,2024,08,21,09,49,47,
102,2024-08-21 09:49:48,23.8771,2024,08,21,09,49,48,
102,2024-08-21 09:49:49,23.8812,2024,08,21,09,49,49,
102,2024-08-21 09:49:50,23.8843,2024,08,21,09,49,50,
102,2024-08-21 09:49:51,23.8865,2024,08,21,09,49,51,
102,2024-08-21 09:49:52,23.9027,2024,08,21,09,49,52,
102,2024-08-21 09:49:53,23.8987,2024,08,21,09,49,53,
102,2024-08-21 09:49:54,23.8935,2024,08,21,09,49,54,
102,2024-08-21 09:49:55,23.898,2024,08,21,09,49,55,
102,2024-08-21 09:49:56,23.9064,2024,08,21,09,49,56,
102,2024-08-21 09:49:57,23.9089,2024,08,21,09,49,57,
102,2024-08-21 09:49:58,23.9163,2024,08,21,09,49,58,
102,2024-08-21 09:49:59,23.9242,2024,08,21,09,49,59,
102,2024-08-21 09:50:00,23.929,2024,08,21,09,50,0,
102,2024-08-21 09:50:01,23.9429,2024,08,21,09,50,1,
102,2024-08-21 09:50:02,23.9503,2024,08,21,09,50,2,
102,2024-08-21 09:50:03,23.9524,2024,08,21,09,50,3,
102,2024-08-21 09:50:04,23.9607,2024,08,21,09,50,4,
102,2024-08-21 09:50:05,23.9701,2024,08,21,09,50,5,
102,2024-08-21 09:50:06,23.9852,2024,08,21,09,50,6,
102,2024-08-21 09:50:07,23.988,2024,08,21,09,50,7,
102,2024-08-21 09:50:08,23.9927,2024,08,21,09,50,8,
102,2024-08-21 09:50:09,23.9961,2024,08,21,09,50,9,
102,2024-08-21 09:50:10,23.9984,2024,08,21,09,50,10,
102,2024-08-21 09:50:11,23.9939,2024,08,21,09,50,11,
102,2024-08-21 09:50:12,23.9938,2024,08,21,09,50,12,
102,2024-08-21 09:50:13,24.0015,2024,08,21,09,50,13,
102,2024-08-21 09:50:14,24.0005,2024,08,21,09,50,14,
102,2024-08-21 09:50:15,24.0056,2024,08,21,09,50,15,
102,2024-08-21 09:50:16,24.0073,2024,08,21,09,50,16,
102,2024-08-21 09:50:17,24.0086,2024,08,21,09,50,17,
102,2024-08-21 09:50:18,24.0145,2024,08,21,09,50,18,
102,2024-08-21 09:50:19,24.0098,2024,08,21,09,50,19,
102,2024-08-21 09:50:20,24.0132,2024,08,21,09,50,20,
102,2024-08-21 09:50:21,24.0121,2024,08,21,09,50,21,
102,2024-08-21 09:50:22,24.0061,2024,08,21,09,50,22,
102,2024-08-21 09:50:23,24.0171,2024,08,21,09,50,23,
102,2024-08-21 09:50:24,24.017,2024,08,21,09,50,24,
102,2024-08-21 09:50:25,24.0222,2024,08,21,09,50,25,
102,2024-08-21 09:50:26,24.0181,2024,08,21,09,50,26,
102,2024-08-21 09:50:27,24.0255,2024,08,21,09,50,27,
102,2024-08-21 09:50:28,24.033,2024,08,21,09,50,28,
102,2024-08-21 09:50:29,24.0367,2024,08,21,09,50,29,
102,2024-08-21 09:50:30,24.0445,2024,08,21,09,50,30,
102,2024-08-21 09:50:31,24.0327,2024,08,21,09,50,31,
102,2024-08-21 09:50:32,24.0355,2024,08,21,09,50,32,
102,2024-08-21 09:50:33,24.0255,2024,08,21,09,50,33,
102,2024-08-21 09:50:34,24.0288,2024,08,21,09,50,34,
102,2024-08-21 09:50:35,24.0452,2024,08,21,09,50,35,
102,2024-08-21 09:50:36,24.0433,2024,08,21,09,50,36,
102,2024-08-21 09:50:37,24.0477,2024,08,21,09,50,37,
102,2024-08-21 09:50:38,24.0528,2024,08,21,09,50,38,
102,2024-08-21 09:50:39,24.0525,2024,08,21,09,50,39,
102,2024-08-21 09:50:40,24.0562,2024,08,21,09,50,40,
102,2024-08-21 09:50:41,24.055,2024,08,21,09,50,41,
102,2024-08-21 09:50:42,24.0667,2024,08,21,09,50,42,
102,2024-08-21 09:50:43,24.0626,2024,08,21,09,50,43,
102,2024-08-21 09:50:44,24.0699,2024,08,21,09,50,44,
102,2024-08-21 09:50:45,24.078,2024,08,21,09,50,45,
102,2024-08-21 09:50:46,24.0817,2024,08,21,09,50,46,
102,2024-08-21 09:50:47,24.0701,2024,08,21,09,50,47,
102,2024-08-21 09:50:48,24.0681,2024,08,21,09,50,48,
102,2024-08-21 09:50:49,24.0753,2024,08,21,09,50,49,
102,2024-08-21 09:50:50,24.068,2024,08,21,09,50,50,
102,2024-08-21 09:50:51,24.082,2024,08,21,09,50,51,
102,2024-08-21 09:50:52,24.0794,2024,08,21,09,50,52,
